UP_id	tax_group
UniRef50_A0A2E8CMT3	Bacteria
UniRef50_A0A2E8CMZ0	Bacteria
UniRef50_A0A2E8CPX9	Bacteria
UniRef50_A0A2E8CST3	Bacteria
UniRef50_A0A2E8CT20	Bacteria
UniRef50_A0A2E8CWJ9	Bacteria
UniRef50_A0A2E8D0Z3	Bacteria
UniRef50_A0A2E8D2L3	Bacteria
UniRef50_A0A2E8D2S3	Bacteria
UniRef50_A0A2E8D312	Bacteria
UniRef50_A0A2E8D5V8	Bacteria
UniRef50_A0A2E8D7D0	Bacteria
UniRef50_A0A2E8D7W6	Bacteria
UniRef50_A0A2E8D811	Bacteria
UniRef50_A0A2E8D9D3	Bacteria
UniRef50_A0A2E8DC82	Bacteria
UniRef50_A0A2E8DCB7	Bacteria
UniRef50_A0A2E8DGI0	Bacteria
UniRef50_A0A2E8DGZ2	Bacteria
UniRef50_A0A2E8DHR6	Bacteria
UniRef50_A0A2E8DJ97	Bacteria
UniRef50_A0A2E8DJR4	Bacteria
UniRef50_A0A2E8DK38	Bacteria
UniRef50_A0A2E8DKC2	Bacteria
UniRef50_A0A2E8DKC9	Bacteria
UniRef50_A0A2E8DL75	Bacteria
UniRef50_A0A2E8DM83	Bacteria
UniRef50_A0A2E8DNL9	Bacteria
UniRef50_A0A2E8DP86	Bacteria
UniRef50_A0A2E8DRN6	Bacteria
UniRef50_A0A2E8DTW7	Bacteria
UniRef50_A0A2E8DVZ0	Bacteria
UniRef50_A0A2E8DYC7	Bacteria
UniRef50_A0A2E8DYS9	Bacteria
UniRef50_A0A2E8DYT7	Bacteria
UniRef50_A0A2E8DYW1	Bacteria
UniRef50_A0A2E8DZ52	Bacteria
UniRef50_A0A2E8DZH1	Bacteria
UniRef50_A0A2E8DZK0	Bacteria
UniRef50_A0A2E8DZK1	Bacteria
UniRef50_A0A2E8DZN1	Bacteria
UniRef50_A0A2E8DZP5	Bacteria
UniRef50_A0A2E8DZQ6	Bacteria
UniRef50_A0A2E8DZS6	Bacteria
UniRef50_A0A2E8DZS9	Bacteria
UniRef50_A0A2E8DZV6	Bacteria
UniRef50_A0A2E8E025	Bacteria
UniRef50_A0A2E8E0B0	Bacteria
UniRef50_A0A2E8E0N4	Bacteria
UniRef50_A0A2E8E1F8	Bacteria
UniRef50_A0A2E8E1S2	Bacteria
UniRef50_A0A2E8E5E1	Bacteria
UniRef50_A0A2E8E5Y1	Bacteria
UniRef50_A0A2E8ECA4	Archaea
UniRef50_A0A2E8EGK2	Archaea
UniRef50_A0A2E8ES30	Bacteria
UniRef50_A0A2E8ES76	Bacteria
UniRef50_A0A2E8EUG4	Bacteria
UniRef50_A0A2E8EVS9	Bacteria
UniRef50_A0A2E8EYH4	Bacteria
UniRef50_A0A2E8F189	Bacteria
UniRef50_A0A2E8F4C5	Bacteria
UniRef50_A0A2E8FJK4	Bacteria
UniRef50_A0A2E8FL37	Bacteria
UniRef50_A0A2E8FZ79	Bacteria
UniRef50_A0A2E8FZA5	Bacteria
UniRef50_A0A2E8G332	Bacteria
UniRef50_A0A2E8GA12	Bacteria
UniRef50_A0A2E8GQE4	Bacteria
UniRef50_A0A2E8GVP4	Bacteria
UniRef50_A0A2E8GY70	Bacteria
UniRef50_A0A2E8H1M8	Bacteria
UniRef50_A0A2E8H6A6	Bacteria
UniRef50_A0A2E8H8Z1	Bacteria
UniRef50_A0A2E8HB66	Bacteria
UniRef50_A0A2E8HGJ1	Bacteria
UniRef50_A0A2E8HIW8	Bacteria
UniRef50_A0A2E8HTY9	Bacteria
UniRef50_A0A2E8HTZ9	Bacteria
UniRef50_A0A2E8HU25	Bacteria
UniRef50_A0A2E8HUE8	Bacteria
UniRef50_A0A2E8HUI8	Bacteria
UniRef50_A0A2E8HUN1	Bacteria
UniRef50_A0A2E8HVL5	Bacteria
UniRef50_A0A2E8I7K0	Bacteria
UniRef50_A0A2E8IF37	Bacteria
UniRef50_A0A2E8IJH7	Bacteria
UniRef50_A0A2E8IXS0	Archaea
UniRef50_A0A2E8IYX4	Archaea
UniRef50_A0A2E8J099	Archaea
UniRef50_A0A2E8J1M6	Archaea
UniRef50_A0A2E8J4S8	Bacteria
UniRef50_A0A2E8JDD3	Archaea
UniRef50_A0A2E8JK45	Bacteria
UniRef50_A0A2E8JKP1	Bacteria
UniRef50_A0A2E8JS44	Bacteria
UniRef50_A0A2E8JSF7	Bacteria
UniRef50_A0A2E8JSK4	Bacteria
UniRef50_A0A2E8JUA4	Bacteria
UniRef50_A0A2E8JZX9	Bacteria
UniRef50_A0A2E8JZZ2	Bacteria
UniRef50_A0A2E8K2B1	Bacteria
UniRef50_A0A2E8K2I7	Bacteria
UniRef50_A0A2E8K2T9	Bacteria
UniRef50_A0A2E8K2W2	Bacteria
UniRef50_A0A2E8K3I3	Bacteria
UniRef50_A0A2E8K631	Bacteria
UniRef50_A0A2E8KAD3	Bacteria
UniRef50_A0A2E8KBY7	Bacteria
UniRef50_A0A2E8KFT4	Bacteria
UniRef50_A0A2E8KQV0	Bacteria
UniRef50_A0A2E8KRR8	Bacteria
UniRef50_A0A2E8KZZ3	Bacteria
UniRef50_A0A2E8L2A3	Bacteria
UniRef50_A0A2E8L6W0	Bacteria
UniRef50_A0A2E8L712	Bacteria
UniRef50_A0A2E8L718	Bacteria
UniRef50_A0A2E8L8E8	Bacteria
UniRef50_A0A2E8L8U5	Bacteria
UniRef50_A0A2E8LGW6	Bacteria
UniRef50_A0A2E8LJ27	Bacteria
UniRef50_A0A2E8LJG3	Bacteria
UniRef50_A0A2E8LX10	Bacteria
UniRef50_A0A2E8M0N6	Bacteria
UniRef50_A0A2E8MSM5	Bacteria
UniRef50_A0A2E8MW95	Bacteria
UniRef50_A0A2E8N4W5	Bacteria
UniRef50_A0A2E8N790	Bacteria
UniRef50_A0A2E8NG29	Bacteria
UniRef50_A0A2E8NRT1	Archaea
UniRef50_A0A2E8NRT6	Archaea
UniRef50_A0A2E8NRV0	Archaea
UniRef50_A0A2E8NRW4	Archaea
UniRef50_A0A2E8NS73	Archaea
UniRef50_A0A2E8NTA3	Archaea
UniRef50_A0A2E8NTP6	Archaea
UniRef50_A0A2E8NUD4	Archaea
UniRef50_A0A2E8NUP1	Archaea
UniRef50_A0A2E8NUP4	Archaea
UniRef50_A0A2E8NUS6	Archaea
UniRef50_A0A2E8NV89	Archaea
UniRef50_A0A2E8NVM1	Archaea
UniRef50_A0A2E8NWA0	Archaea
UniRef50_A0A2E8NWC0	Archaea
UniRef50_A0A2E8NWG4	Archaea
UniRef50_A0A2E8NWJ2	Archaea
UniRef50_A0A2E8NWM8	Archaea
UniRef50_A0A2E8NWP1	Archaea
UniRef50_A0A2E8NWP8	Archaea
UniRef50_A0A2E8NWQ0	Archaea
UniRef50_A0A2E8NX41	Archaea
UniRef50_A0A2E8NX86	Archaea
UniRef50_A0A2E8NXF4	Archaea
UniRef50_A0A2E8NXJ4	Archaea
UniRef50_A0A2E8NXM5	Archaea
UniRef50_A0A2E8NXQ9	Archaea
UniRef50_A0A2E8NXY2	Archaea
UniRef50_A0A2E8NYC0	Archaea
UniRef50_A0A2E8NYH9	Archaea
UniRef50_A0A2E8NZ53	Archaea
UniRef50_A0A2E8P552	Bacteria
UniRef50_A0A2E8P587	Bacteria
UniRef50_A0A2E8P7W5	Bacteria
UniRef50_A0A2E8P801	Bacteria
UniRef50_A0A2E8P998	Bacteria
UniRef50_A0A2E8PAL2	Bacteria
UniRef50_A0A2E8PLD4	Bacteria
UniRef50_A0A2E8PN58	Bacteria
UniRef50_A0A2E8PNL5	Bacteria
UniRef50_A0A2E8PUV5	Bacteria
UniRef50_A0A2E8Q7U1	Bacteria
UniRef50_A0A2E8QM54	Bacteria
UniRef50_A0A2E8QMY4	Archaea
UniRef50_A0A2E8QVC7	Bacteria
UniRef50_A0A2E8R1Y4	Bacteria
UniRef50_A0A2E8R356	Bacteria
UniRef50_A0A2E8R4A9	Bacteria
UniRef50_A0A2E8R4B8	Bacteria
UniRef50_A0A2E8R4T2	Bacteria
UniRef50_A0A2E8R571	Bacteria
UniRef50_A0A2E8R5V4	Bacteria
UniRef50_A0A2E8R767	Bacteria
UniRef50_A0A2E8R782	Bacteria
UniRef50_A0A2E8R8L6	Bacteria
UniRef50_A0A2E8R9R7	Bacteria
UniRef50_A0A2E8R9T8	Bacteria
UniRef50_A0A2E8RC33	Archaea
UniRef50_A0A2E8REA3	Bacteria
UniRef50_A0A2E8RH85	Bacteria
UniRef50_A0A2E8RI75	Bacteria
UniRef50_A0A2E8RIK6	Bacteria
UniRef50_A0A2E8RS87	Bacteria
UniRef50_A0A2E8RS93	Bacteria
UniRef50_A0A2E8RTZ7	Bacteria
UniRef50_A0A2E8RZ21	Bacteria
UniRef50_A0A2E8RZY0	Bacteria
UniRef50_A0A2E8S023	Bacteria
UniRef50_A0A2E8S3L2	Bacteria
UniRef50_A0A2E8S3Q1	Bacteria
UniRef50_A0A2E8S3S5	Bacteria
UniRef50_A0A2E8S3U2	Bacteria
UniRef50_A0A2E8S4Z0	Bacteria
UniRef50_A0A2E8S516	Bacteria
UniRef50_A0A2E8S820	Bacteria
UniRef50_A0A2E8SI88	Bacteria
UniRef50_A0A2E8SJK1	Bacteria
UniRef50_A0A2E8SQS7	Bacteria
UniRef50_A0A2E8SWF1	Archaea
UniRef50_A0A2E8T4K7	Bacteria
UniRef50_A0A2E8T561	Bacteria
UniRef50_A0A2E8T5A6	Bacteria
UniRef50_A0A2E8T621	Bacteria
UniRef50_A0A2E8T8N1	Bacteria
UniRef50_A0A2E8TCF6	Bacteria
UniRef50_A0A2E8TEH2	Bacteria
UniRef50_A0A2E8TFP4	Bacteria
UniRef50_A0A2E8TGZ5	Bacteria
UniRef50_A0A2E8TH32	Bacteria
UniRef50_A0A2E8TJ81	Bacteria
UniRef50_A0A2E8U0F8	Bacteria
UniRef50_A0A2E8U3X6	Bacteria
UniRef50_A0A2E8U430	Bacteria
UniRef50_A0A2E8U480	Bacteria
UniRef50_A0A2E8U6Q5	Archaea
UniRef50_A0A2E8U7M6	Bacteria
UniRef50_A0A2E8UBX6	Bacteria
UniRef50_A0A2E8UCW8	Bacteria
UniRef50_A0A2E8UDM8	Bacteria
UniRef50_A0A2E8UHH7	Bacteria
UniRef50_A0A2E8UKW6	Bacteria
UniRef50_A0A2E8ULU1	Bacteria
UniRef50_A0A2E8USK6	Bacteria
UniRef50_A0A2E8UWQ0	Bacteria
UniRef50_A0A2E8V0T8	Archaea
UniRef50_A0A2E8V592	Archaea
UniRef50_A0A2E8VB66	Bacteria
UniRef50_A0A2E8VLN3	Bacteria
UniRef50_A0A2E8VMT0	Bacteria
UniRef50_A0A2E8VNB1	Bacteria
UniRef50_A0A2E8VVX0	Bacteria
UniRef50_A0A2E8W1C3	Bacteria
UniRef50_A0A2E8WEB7	Bacteria
UniRef50_A0A2E8WFY4	Bacteria
UniRef50_A0A2E8WNS2	Bacteria
UniRef50_A0A2E8WQP2	Bacteria
UniRef50_A0A2E8WWR7	Bacteria
UniRef50_A0A2E8WZH7	Bacteria
UniRef50_A0A2E8X0C0	Bacteria
UniRef50_A0A2E8X898	Bacteria
