UP_id	tax_group
UniRef50_A0A5N5NUS8	Eukaryota
UniRef50_A0A5N5QI67	Eukaryota
UniRef50_A0A5N5QI75	Eukaryota
UniRef50_A0A5N5SQH8	Eukaryota
UniRef50_A0A5N5TBH9	Eukaryota
UniRef50_A0A5N5TCN4	Eukaryota
UniRef50_A0A5N5TFX4	Eukaryota
UniRef50_A0A5N5UDG3	Archaea
UniRef50_A0A5N6KLF1	Eukaryota
UniRef50_A0A5N6L324	Eukaryota
UniRef50_A0A5N6L9J7	Eukaryota
UniRef50_A0A5N6MR00	Bacteria
UniRef50_A0A5N6NGA5	Eukaryota
UniRef50_A0A5N6NSZ8	Eukaryota
UniRef50_A0A5N7J759	Bacteria
UniRef50_A0A5N7MBW7	Bacteria
UniRef50_A0A5N7MC79	Bacteria
UniRef50_A0A5N7MSB8	Bacteria
UniRef50_A0A5N7ZFU1	Bacteria
UniRef50_A0A5N7ZHY4	Bacteria
UniRef50_A0A5N8YG45	Bacteria
UniRef50_A0A5N8YNJ5	Bacteria
UniRef50_A0A5N8YXW7	Bacteria
UniRef50_A0A5N8YXY3	Bacteria
UniRef50_A0A5N9AEL5	Bacteria
UniRef50_A0A5N9AEM4	Bacteria
UniRef50_A0A5N9AF39	Bacteria
UniRef50_A0A5N9AF61	Bacteria
UniRef50_A0A5N9AFS9	Bacteria
UniRef50_A0A5N9AG97	Bacteria
UniRef50_A0A5N9B2B3	Bacteria
UniRef50_A0A5N9G1I3	Bacteria
UniRef50_A0A5N9GSU2	Bacteria
UniRef50_A0A5N9H7U8	Bacteria
UniRef50_A0A5P0XLL1	Bacteria
UniRef50_A0A5P2G5A4	Bacteria
UniRef50_A0A5P2G631	Bacteria
UniRef50_A0A5P3A4U2	Bacteria
UniRef50_A0A5P3A535	Bacteria
UniRef50_A0A5P3ABG1	Bacteria
UniRef50_A0A5P3ADA1	Bacteria
UniRef50_A0A5P3AGV2	Bacteria
UniRef50_A0A5P5ZN00	Bacteria
UniRef50_A0A5P6NCV1	Bacteria
UniRef50_A0A5P8KNL9	Eukaryota
UniRef50_A0A5P8N0T8	Bacteria
UniRef50_A0A5P8P3F9	Bacteria
UniRef50_A0A5P8PIP7	Viruses
UniRef50_A0A5P8PQS8	Viruses
UniRef50_A0A5P8PR99	Viruses
UniRef50_A0A5P8VZ96	Bacteria
UniRef50_A0A5P8WJC4	Bacteria
UniRef50_A0A5P9BGY8	Bacteria
UniRef50_A0A5P9BW92	Bacteria
UniRef50_A0A5P9CX34	Bacteria
UniRef50_A0A5P9D5M7	Bacteria
UniRef50_A0A5P9EV27	Bacteria
UniRef50_A0A5P9F1N3	Bacteria
UniRef50_A0A5P9F6I4	Bacteria
UniRef50_A0A5P9F9M5	Bacteria
UniRef50_A0A5P9GZL3	Bacteria
UniRef50_A0A5P9PIH4	Bacteria
UniRef50_A0A5P9YY62	Bacteria
UniRef50_A0A5Q0BLC7	Bacteria
UniRef50_A0A5Q0DK15	Bacteria
UniRef50_A0A5Q0ELI1	Bacteria
UniRef50_A0A5Q0ENT2	Bacteria
UniRef50_A0A5Q0HYH2	Eukaryota
UniRef50_A0A5Q0M4V0	Bacteria
UniRef50_A0A5Q0Q5T2	Bacteria
UniRef50_A0A5Q0TIT4	Bacteria
UniRef50_A0A5Q2EYP9	Viruses
UniRef50_A0A5Q2F090	unclassified
UniRef50_A0A5Q2F2H2	unclassified
UniRef50_A0A5Q2F3B7	Viruses
UniRef50_A0A5Q2FHW2	Bacteria
UniRef50_A0A5Q2Q8Y4	Bacteria
UniRef50_A0A5Q2RHQ1	Bacteria
UniRef50_A0A5Q2RJB4	Bacteria
UniRef50_A0A5Q2S8Z2	Bacteria
UniRef50_A0A5Q2U736	Viruses
UniRef50_A0A5Q2UBX9	Viruses
UniRef50_A0A5Q2W2N5	Viruses
UniRef50_A0A5Q2W4G5	Viruses
UniRef50_A0A5Q2W4K5	Viruses
UniRef50_A0A5Q2W5J7	Viruses
UniRef50_A0A5Q2W5Z5	Viruses
UniRef50_A0A5Q2W677	Viruses
UniRef50_A0A5Q2W6G1	Viruses
UniRef50_A0A5Q2W7N0	Viruses
UniRef50_A0A5Q2W7S5	Viruses
UniRef50_A0A5Q2W876	Viruses
UniRef50_A0A5Q2W8E2	Viruses
UniRef50_A0A5Q2W8L1	Viruses
UniRef50_A0A5Q2W8M9	Viruses
UniRef50_A0A5Q2W8P7	Viruses
UniRef50_A0A5Q2W8W2	Viruses
UniRef50_A0A5Q2W9B5	Viruses
UniRef50_A0A5Q2W9W8	Viruses
UniRef50_A0A5Q2W9Z6	Viruses
UniRef50_A0A5Q2WA55	Viruses
UniRef50_A0A5Q2WAE2	Viruses
UniRef50_A0A5Q2WAE8	Viruses
UniRef50_A0A5Q2WAL3	Viruses
UniRef50_A0A5Q2WAR1	Viruses
UniRef50_A0A5Q2WAZ9	Viruses
UniRef50_A0A5Q2WBQ4	Viruses
UniRef50_A0A5Q2WBS3	Viruses
UniRef50_A0A5Q2WBV5	Viruses
UniRef50_A0A5Q3HF49	Bacteria
UniRef50_A0A5Q3L9A7	Bacteria
UniRef50_A0A5Q3LA81	Bacteria
UniRef50_A0A5Q3LAF7	Bacteria
UniRef50_A0A5Q3Q6N8	Bacteria
UniRef50_A0A5Q3QGG8	Bacteria
UniRef50_A0A5Q4BSE4	Eukaryota
UniRef50_A0A5Q4ER35	Bacteria
UniRef50_A0A5Q4ESB2	Bacteria
UniRef50_A0A5Q4G2C0	Bacteria
UniRef50_A0A5Q4H1Y4	Bacteria
UniRef50_A0A5Q5GS24	Bacteria
UniRef50_A0A5R8LQM6	Bacteria
UniRef50_A0A5R8M1X8	Bacteria
