UP_id	tax_group
UniRef50_F9NSH0	Bacteria
UniRef50_F9NTQ7	Bacteria
UniRef50_F9NTU6	Bacteria
UniRef50_F9NV78	Bacteria
UniRef50_F9NVV3	Bacteria
UniRef50_F9NXU3	Bacteria
UniRef50_F9NY42	Bacteria
UniRef50_F9NYD9	Bacteria
UniRef50_F9PB04	Bacteria
UniRef50_F9PBJ9	Bacteria
UniRef50_F9PWF2	Bacteria
UniRef50_F9PXW7	Bacteria
UniRef50_F9PYK2	Bacteria
UniRef50_F9Q9P3	Bacteria
UniRef50_F9TDK6	Bacteria
UniRef50_F9UCS9	Bacteria
UniRef50_F9UFC3	Bacteria
UniRef50_F9VIS6	Bacteria
UniRef50_F9W8N5	Eukaryota
UniRef50_F9Y9I3	Bacteria
UniRef50_F9YAF9	Bacteria
UniRef50_F9YS93	Bacteria
UniRef50_F9Z8I3	Bacteria
UniRef50_G0ED32	Archaea
UniRef50_G0EQM9	Bacteria
UniRef50_G0IAZ1	Bacteria
UniRef50_G0IY17	Bacteria
UniRef50_G0IZ63	Bacteria
UniRef50_G0J1Y9	Bacteria
UniRef50_G0J391	Bacteria
UniRef50_G0QK26	Eukaryota
UniRef50_G0QNN3	Eukaryota
UniRef50_G0QU65	Eukaryota
UniRef50_G0VAC5	Eukaryota
UniRef50_G1BQ97	Viruses
UniRef50_G1D3Q0	Viruses
UniRef50_G1D5J2	Viruses
UniRef50_G1D7H0	Viruses
UniRef50_G1EC18	Bacteria
UniRef50_G1KQT4	Eukaryota
UniRef50_G1KVG1	Eukaryota
UniRef50_G1TPW2	Eukaryota
UniRef50_G1U0Q2	Eukaryota
UniRef50_G1UQY5	Bacteria
UniRef50_G1UWD8	Bacteria
UniRef50_G1UXF5	Bacteria
UniRef50_G1UY45	Bacteria
UniRef50_G1UZL9	Bacteria
UniRef50_G1V606	Bacteria
UniRef50_G1VCI1	Bacteria
UniRef50_G1VF24	Bacteria
UniRef50_G1WGB3	Bacteria
UniRef50_G1X0S3	Eukaryota
UniRef50_G1XWF9	Bacteria
UniRef50_G1Y1M8	Bacteria
UniRef50_G2IHS6	Bacteria
UniRef50_G2J9T9	Bacteria
UniRef50_G2JBD8	Bacteria
UniRef50_G2KLQ6	Bacteria
UniRef50_G2KMW3	Bacteria
UniRef50_G2KRM8	Bacteria
UniRef50_G2KT13	Bacteria
UniRef50_G2NFY3	Bacteria
UniRef50_G2PQ34	Bacteria
UniRef50_G2Z1W0	Bacteria
UniRef50_G2Z3Q5	Bacteria
UniRef50_G2Z5K3	Bacteria
UniRef50_G2Z6A4	Bacteria
UniRef50_G2Z6B0	Bacteria
UniRef50_G2ZJ52	Bacteria
UniRef50_G3BM11	Viruses
UniRef50_G3FBZ8	Eukaryota
UniRef50_G3H017	Eukaryota
UniRef50_G3H714	Eukaryota
UniRef50_G3HCB5	Eukaryota
UniRef50_G3HEF2	Eukaryota
UniRef50_G3ISX8	Bacteria
UniRef50_G3J0T2	Bacteria
UniRef50_G3J5P2	Eukaryota
UniRef50_G3JG32	Eukaryota
UniRef50_G3MAU6	Viruses
UniRef50_G3Q156	Eukaryota
UniRef50_G3TTH0	Eukaryota
UniRef50_G3Y5K5	Eukaryota
UniRef50_G4CG88	Bacteria
UniRef50_G4CIT5	Bacteria
UniRef50_G4CXK1	Bacteria
UniRef50_G4CYA3	Bacteria
UniRef50_G4CYB7	Bacteria
UniRef50_G4CYR0	Bacteria
UniRef50_G4CZZ8	Bacteria
UniRef50_G4D030	Bacteria
UniRef50_G4D0A4	Bacteria
UniRef50_G4D0B1	Bacteria
UniRef50_G4FL62	Bacteria
UniRef50_G4FNX0	Bacteria
UniRef50_G4NQ39	Bacteria
UniRef50_G4QCT5	Bacteria
UniRef50_G4QH90	Bacteria
UniRef50_G4R974	Bacteria
UniRef50_G4RFU3	Bacteria
UniRef50_G4W983	Viruses
UniRef50_G4XRT9	Eukaryota
UniRef50_G5CS20	Viruses
UniRef50_G5GA18	Bacteria
UniRef50_G5JNF2	Bacteria
UniRef50_G5JVB1	Bacteria
UniRef50_G5K5J4	Bacteria
UniRef50_G5NEF6	Bacteria
UniRef50_G6CAZ1	Bacteria
UniRef50_G6E7J6	Bacteria
UniRef50_G6F3I4	Bacteria
UniRef50_G6Y591	Bacteria
UniRef50_G7M057	Bacteria
UniRef50_G7MUJ9	Eukaryota
UniRef50_G7N0N4	Eukaryota
UniRef50_G7N3R4	Eukaryota
UniRef50_G7N6P2	Eukaryota
UniRef50_G7PDR9	Eukaryota
UniRef50_G7PE45	Eukaryota
UniRef50_G7PG11	Eukaryota
UniRef50_G7PGE0	Eukaryota
UniRef50_G7Z1Z4	Bacteria
UniRef50_G7Z2Q6	Bacteria
UniRef50_G7Z3T3	Bacteria
UniRef50_G7Z6P3	Bacteria
UniRef50_G7Z7R1	Bacteria
UniRef50_G7ZAK3	Bacteria
UniRef50_G7ZBC5	Bacteria
UniRef50_G7ZDV1	Bacteria
UniRef50_G8AHN2	Bacteria
UniRef50_G8AQC0	Bacteria
UniRef50_G8AQI7	Bacteria
UniRef50_G8AZD7	Bacteria
UniRef50_G8C7T4	Viruses
UniRef50_G8DD76	Viruses
UniRef50_G8DD98	Viruses
