UP_id	tax_group
UniRef50_A0A0F9ATJ3	unclassified
UniRef50_A0A0F9ATJ8	unclassified
UniRef50_A0A0F9ATR1	unclassified
UniRef50_A0A0F9AUL9	unclassified
UniRef50_A0A0F9AUY1	unclassified
UniRef50_A0A0F9AV54	unclassified
UniRef50_A0A0F9AVK1	unclassified
UniRef50_A0A0F9AVX5	unclassified
UniRef50_A0A0F9AWW5	unclassified
UniRef50_A0A0F9AXN8	unclassified
UniRef50_A0A0F9AZB2	unclassified
UniRef50_A0A0F9B1H4	unclassified
UniRef50_A0A0F9B1Y1	unclassified
UniRef50_A0A0F9B213	unclassified
UniRef50_A0A0F9B2B8	unclassified
UniRef50_A0A0F9B2E2	unclassified
UniRef50_A0A0F9B2S4	unclassified
UniRef50_A0A0F9B2W4	unclassified
UniRef50_A0A0F9B310	unclassified
UniRef50_A0A0F9B344	unclassified
UniRef50_A0A0F9B4Q5	unclassified
UniRef50_A0A0F9B4V9	unclassified
UniRef50_A0A0F9B598	unclassified
UniRef50_A0A0F9B5G1	unclassified
UniRef50_A0A0F9B5R4	unclassified
UniRef50_A0A0F9B870	unclassified
UniRef50_A0A0F9B8F1	unclassified
UniRef50_A0A0F9B938	unclassified
UniRef50_A0A0F9B9A6	unclassified
UniRef50_A0A0F9B9M7	unclassified
UniRef50_A0A0F9BAA9	unclassified
UniRef50_A0A0F9BAC3	unclassified
UniRef50_A0A0F9BAK6	unclassified
UniRef50_A0A0F9BAP3	unclassified
UniRef50_A0A0F9BB73	unclassified
UniRef50_A0A0F9BCN9	unclassified
UniRef50_A0A0F9BD56	unclassified
UniRef50_A0A0F9BDW5	unclassified
UniRef50_A0A0F9BDY2	unclassified
UniRef50_A0A0F9BEG7	unclassified
UniRef50_A0A0F9BEP4	unclassified
UniRef50_A0A0F9BET9	unclassified
UniRef50_A0A0F9BF92	unclassified
UniRef50_A0A0F9BFH5	unclassified
UniRef50_A0A0F9BG57	unclassified
UniRef50_A0A0F9BGR3	unclassified
UniRef50_A0A0F9BGY1	unclassified
UniRef50_A0A0F9BH24	unclassified
UniRef50_A0A0F9BHM2	unclassified
UniRef50_A0A0F9BHT1	unclassified
UniRef50_A0A0F9BI44	unclassified
UniRef50_A0A0F9BI57	unclassified
UniRef50_A0A0F9BII1	unclassified
UniRef50_A0A0F9BIP9	unclassified
UniRef50_A0A0F9BJF9	unclassified
UniRef50_A0A0F9BJI5	unclassified
UniRef50_A0A0F9BJP5	unclassified
UniRef50_A0A0F9BJZ9	unclassified
UniRef50_A0A0F9BK86	unclassified
UniRef50_A0A0F9BL25	unclassified
UniRef50_A0A0F9BL65	unclassified
UniRef50_A0A0F9BL72	unclassified
UniRef50_A0A0F9BLH1	unclassified
UniRef50_A0A0F9BLR9	unclassified
UniRef50_A0A0F9BLU5	unclassified
UniRef50_A0A0F9BM40	unclassified
UniRef50_A0A0F9BN67	unclassified
UniRef50_A0A0F9BN68	unclassified
UniRef50_A0A0F9BNJ6	unclassified
UniRef50_A0A0F9BNY3	unclassified
UniRef50_A0A0F9BPA8	unclassified
UniRef50_A0A0F9BPQ1	unclassified
UniRef50_A0A0F9BPZ3	unclassified
UniRef50_A0A0F9BQK8	unclassified
UniRef50_A0A0F9BR69	unclassified
UniRef50_A0A0F9BRX9	unclassified
UniRef50_A0A0F9BSG2	unclassified
UniRef50_A0A0F9BTT2	unclassified
UniRef50_A0A0F9BU94	unclassified
UniRef50_A0A0F9BUI5	unclassified
