UP_id	tax_group
UniRef50_T0VAE6	Bacteria
UniRef50_T0XY98	unclassified
UniRef50_T0ZA30	unclassified
UniRef50_T1A546	unclassified
UniRef50_T1B5R3	unclassified
UniRef50_T1BGD3	unclassified
UniRef50_T1C300	unclassified
UniRef50_T1CER3	unclassified
UniRef50_T1EKN3	Eukaryota
UniRef50_T1F9W1	Eukaryota
UniRef50_T1G0V1	Eukaryota
UniRef50_T1G8G6	Eukaryota
UniRef50_T1GPN9	Eukaryota
UniRef50_T1HRW5	Eukaryota
UniRef50_T1HT70	Eukaryota
UniRef50_T1J470	Eukaryota
UniRef50_T1JHX2	Eukaryota
UniRef50_T2DL28	Bacteria
UniRef50_T2G6F6	Bacteria
UniRef50_T2IGL6	Bacteria
UniRef50_T2JXP7	Bacteria
UniRef50_T2MDI8	Eukaryota
UniRef50_T4VLU3	Bacteria
UniRef50_U1HCK8	Bacteria
UniRef50_U1ILE8	Bacteria
UniRef50_U1XML3	Bacteria
UniRef50_U2GWE4	Bacteria
UniRef50_U2H3E7	Bacteria
UniRef50_U2XRA5	Bacteria
UniRef50_U4KFE7	Bacteria
UniRef50_U4KFE9	Bacteria
UniRef50_U4V3Z7	Bacteria
UniRef50_U4VAN0	Bacteria
UniRef50_U5BX03	Bacteria
UniRef50_U5KBI2	Eukaryota
UniRef50_U5N4J0	Bacteria
UniRef50_U5PDP0	Bacteria
UniRef50_U5Q6S1	Bacteria
UniRef50_U5QHL7	Bacteria
UniRef50_U5XHS9	Viruses
UniRef50_U6DVC0	Eukaryota
UniRef50_U6GR74	Eukaryota
UniRef50_U6L7V6	Eukaryota
UniRef50_U6LYM1	Eukaryota
UniRef50_U7G537	Bacteria
UniRef50_U7GMT5	Bacteria
UniRef50_U9WE69	Bacteria
