UP_id	tax_group
UniRef50_A0A6J5LTJ7	Viruses
UniRef50_A0A6J5LTP1	Viruses
UniRef50_A0A6J5LTP2	Viruses
UniRef50_A0A6J5LV15	Viruses
UniRef50_A0A6J5LV69	Viruses
UniRef50_A0A6J5LVN3	Viruses
UniRef50_A0A6J5LVN5	Viruses
UniRef50_A0A6J5LVT7	Viruses
UniRef50_A0A6J5LW39	Viruses
UniRef50_A0A6J5LY76	Viruses
UniRef50_A0A6J5LYH2	Viruses
UniRef50_A0A6J5LZM5	Viruses
UniRef50_A0A6J5LZX9	Viruses
UniRef50_A0A6J5M055	Viruses
UniRef50_A0A6J5M0U0	Viruses
UniRef50_A0A6J5M113	Viruses
UniRef50_A0A6J5M126	Viruses
UniRef50_A0A6J5M1F7	Viruses
UniRef50_A0A6J5M1P0	Viruses
UniRef50_A0A6J5M1S3	Viruses
UniRef50_A0A6J5M1X8	Viruses
UniRef50_A0A6J5M2A0	Viruses
UniRef50_A0A6J5M2B4	Viruses
UniRef50_A0A6J5M2Q2	Viruses
UniRef50_A0A6J5M2Y1	Viruses
UniRef50_A0A6J5M305	Viruses
UniRef50_A0A6J5M366	Viruses
UniRef50_A0A6J5M3H6	Viruses
UniRef50_A0A6J5M419	Viruses
UniRef50_A0A6J5M4T6	Viruses
UniRef50_A0A6J5M4Y1	Viruses
UniRef50_A0A6J5M563	Viruses
UniRef50_A0A6J5M5A3	Viruses
UniRef50_A0A6J5M5C8	Viruses
UniRef50_A0A6J5M630	Viruses
UniRef50_A0A6J5M697	Viruses
UniRef50_A0A6J5M6W1	Viruses
UniRef50_A0A6J5M760	Viruses
UniRef50_A0A6J5M7R8	Viruses
UniRef50_A0A6J5M8X6	Viruses
UniRef50_A0A6J5M9D2	Viruses
UniRef50_A0A6J5M9V3	Viruses
UniRef50_A0A6J5MA26	Viruses
UniRef50_A0A6J5MA34	Viruses
UniRef50_A0A6J5MA78	Viruses
UniRef50_A0A6J5MA86	Viruses
UniRef50_A0A6J5MAD5	Viruses
UniRef50_A0A6J5MBM0	Viruses
UniRef50_A0A6J5MCM9	Viruses
UniRef50_A0A6J5MD01	Viruses
UniRef50_A0A6J5MDA7	Viruses
UniRef50_A0A6J5MDT0	Viruses
UniRef50_A0A6J5ME81	Viruses
UniRef50_A0A6J5MEP7	Viruses
UniRef50_A0A6J5MEX0	Viruses
UniRef50_A0A6J5MF54	Viruses
UniRef50_A0A6J5MFC5	Viruses
UniRef50_A0A6J5MGU1	Viruses
UniRef50_A0A6J5MGZ1	Viruses
UniRef50_A0A6J5MHN8	Viruses
UniRef50_A0A6J5MHZ9	Viruses
UniRef50_A0A6J5MI18	Viruses
UniRef50_A0A6J5MID9	Viruses
UniRef50_A0A6J5MII8	Viruses
UniRef50_A0A6J5MIZ5	Viruses
UniRef50_A0A6J5MKG3	Viruses
UniRef50_A0A6J5MKL0	Viruses
UniRef50_A0A6J5MLT2	Viruses
UniRef50_A0A6J5MM75	Viruses
UniRef50_A0A6J5MMW5	Viruses
UniRef50_A0A6J5MNG2	Viruses
UniRef50_A0A6J5MP94	Viruses
UniRef50_A0A6J5MPG4	Viruses
UniRef50_A0A6J5MQC0	Viruses
UniRef50_A0A6J5MQG3	Viruses
UniRef50_A0A6J5MR13	Viruses
UniRef50_A0A6J5MTK8	Viruses
UniRef50_A0A6J5MV60	Viruses
UniRef50_A0A6J5MW01	Viruses
UniRef50_A0A6J5MW60	Viruses
UniRef50_A0A6J5MWA7	Viruses
UniRef50_A0A6J5MWR3	Viruses
UniRef50_A0A6J5MWW9	Viruses
UniRef50_A0A6J5MY56	Viruses
UniRef50_A0A6J5MZ01	Viruses
UniRef50_A0A6J5MZ36	Viruses
UniRef50_A0A6J5MZB6	Viruses
UniRef50_A0A6J5MZI8	Viruses
UniRef50_A0A6J5MZN8	Viruses
UniRef50_A0A6J5MZX7	Viruses
UniRef50_A0A6J5N002	Viruses
UniRef50_A0A6J5N0L2	Viruses
UniRef50_A0A6J5N0Z6	Viruses
UniRef50_A0A6J5N1M4	Viruses
UniRef50_A0A6J5N1R0	Viruses
UniRef50_A0A6J5N212	Viruses
UniRef50_A0A6J5N226	Viruses
UniRef50_A0A6J5N2H2	Viruses
UniRef50_A0A6J5N339	Viruses
UniRef50_A0A6J5N3J4	Viruses
UniRef50_A0A6J5N3Y6	Viruses
UniRef50_A0A6J5N444	Viruses
UniRef50_A0A6J5N458	Viruses
UniRef50_A0A6J5N4H3	Viruses
UniRef50_A0A6J5N605	Viruses
UniRef50_A0A6J5N7G8	Viruses
UniRef50_A0A6J5N7P8	Viruses
UniRef50_A0A6J5N7V1	Viruses
UniRef50_A0A6J5N8P0	Viruses
UniRef50_A0A6J5N8Q3	Viruses
UniRef50_A0A6J5N8X2	Viruses
UniRef50_A0A6J5N9D9	Viruses
UniRef50_A0A6J5NA58	Viruses
UniRef50_A0A6J5NAW1	Viruses
UniRef50_A0A6J5NBC9	Viruses
UniRef50_A0A6J5NBM3	Viruses
UniRef50_A0A6J5NBS7	Viruses
UniRef50_A0A6J5NC57	Viruses
UniRef50_A0A6J5NCC3	Viruses
UniRef50_A0A6J5NDB2	Viruses
UniRef50_A0A6J5NDL2	Viruses
UniRef50_A0A6J5NDQ0	Viruses
UniRef50_A0A6J5NEA0	Viruses
UniRef50_A0A6J5NEI2	Viruses
UniRef50_A0A6J5NEK9	Viruses
UniRef50_A0A6J5NF24	Viruses
UniRef50_A0A6J5NFE5	Viruses
UniRef50_A0A6J5NFZ8	Viruses
UniRef50_A0A6J5NGW7	Viruses
UniRef50_A0A6J5NH03	Viruses
UniRef50_A0A6J5NHJ9	Viruses
UniRef50_A0A6J5NHQ6	Viruses
UniRef50_A0A6J5NI58	Viruses
UniRef50_A0A6J5NII8	Viruses
UniRef50_A0A6J5NIT1	Viruses
UniRef50_A0A6J5NIV4	Viruses
UniRef50_A0A6J5NJP7	Viruses
UniRef50_A0A6J5NJZ7	Viruses
UniRef50_A0A6J5NK45	Viruses
UniRef50_A0A6J5NKJ7	Viruses
UniRef50_A0A6J5NKJ8	Viruses
UniRef50_A0A6J5NKZ6	Viruses
UniRef50_A0A6J5NL20	Viruses
UniRef50_A0A6J5NL92	Viruses
UniRef50_A0A6J5NMS2	Viruses
UniRef50_A0A6J5NNK6	Viruses
UniRef50_A0A6J5NNL5	Viruses
UniRef50_A0A6J5NP92	Viruses
UniRef50_A0A6J5NPA0	Viruses
UniRef50_A0A6J5NPP9	Viruses
UniRef50_A0A6J5NPW2	Viruses
UniRef50_A0A6J5NQ46	Viruses
UniRef50_A0A6J5NQS7	Viruses
UniRef50_A0A6J5NQU6	Viruses
UniRef50_A0A6J5NSK0	Viruses
UniRef50_A0A6J5NSU8	Viruses
UniRef50_A0A6J5NTG3	Viruses
UniRef50_A0A6J5NTT4	Viruses
UniRef50_A0A6J5NUE5	Viruses
UniRef50_A0A6J5NUP0	Viruses
UniRef50_A0A6J5NVF3	Viruses
UniRef50_A0A6J5NVF5	Viruses
UniRef50_A0A6J5NVG4	Viruses
UniRef50_A0A6J5NVY0	Viruses
UniRef50_A0A6J5NWS9	Viruses
UniRef50_A0A6J5NX10	Viruses
UniRef50_A0A6J5NXP5	Viruses
UniRef50_A0A6J5NXY1	Viruses
UniRef50_A0A6J5NXZ3	Viruses
UniRef50_A0A6J5NYH8	Viruses
UniRef50_A0A6J5NYI6	Viruses
UniRef50_A0A6J5NYN9	Viruses
UniRef50_A0A6J5NYZ6	Viruses
UniRef50_A0A6J5NZ10	Viruses
UniRef50_A0A6J5NZ75	Viruses
UniRef50_A0A6J5NZ97	Viruses
UniRef50_A0A6J5NZB7	Viruses
UniRef50_A0A6J5NZQ1	Viruses
UniRef50_A0A6J5NZR9	Viruses
UniRef50_A0A6J5NZT1	Viruses
UniRef50_A0A6J5NZW3	Viruses
UniRef50_A0A6J5P059	Viruses
UniRef50_A0A6J5P0A0	Viruses
UniRef50_A0A6J5P0C3	Viruses
UniRef50_A0A6J5P0S8	Viruses
UniRef50_A0A6J5P145	Viruses
UniRef50_A0A6J5P1E8	Viruses
UniRef50_A0A6J5P1L4	Viruses
UniRef50_A0A6J5P1L8	Viruses
UniRef50_A0A6J5P2H7	Viruses
UniRef50_A0A6J5P2Y9	Viruses
UniRef50_A0A6J5P3U4	Viruses
UniRef50_A0A6J5P3W2	Viruses
UniRef50_A0A6J5P419	Viruses
UniRef50_A0A6J5P4G1	Viruses
UniRef50_A0A6J5P4Y4	Viruses
UniRef50_A0A6J5P5E2	Viruses
UniRef50_A0A6J5P7Y2	Viruses
UniRef50_A0A6J5P8A3	Viruses
UniRef50_A0A6J5P948	Viruses
UniRef50_A0A6J5PB44	Viruses
UniRef50_A0A6J5PCS6	Viruses
UniRef50_A0A6J5PD37	Viruses
UniRef50_A0A6J5PDG9	Viruses
UniRef50_A0A6J5PF37	Viruses
UniRef50_A0A6J5PFR2	Viruses
UniRef50_A0A6J5PH29	Viruses
UniRef50_A0A6J5PH65	Viruses
UniRef50_A0A6J5PHQ8	Viruses
UniRef50_A0A6J5PIM4	Viruses
UniRef50_A0A6J5PIR5	Viruses
UniRef50_A0A6J5PKG5	Viruses
UniRef50_A0A6J5PKP0	Viruses
UniRef50_A0A6J5PKX0	Viruses
UniRef50_A0A6J5PMU5	Viruses
UniRef50_A0A6J5PN55	Viruses
UniRef50_A0A6J5PNM8	Viruses
UniRef50_A0A6J5PPZ2	Viruses
UniRef50_A0A6J5PQ69	Viruses
UniRef50_A0A6J5PRT5	Viruses
UniRef50_A0A6J5PSF9	Viruses
UniRef50_A0A6J5PSH2	Viruses
UniRef50_A0A6J5PT12	Viruses
UniRef50_A0A6J5PTP9	Viruses
UniRef50_A0A6J5PU85	Viruses
UniRef50_A0A6J5PUT3	Viruses
UniRef50_A0A6J5PV35	Viruses
UniRef50_A0A6J5PVH6	Viruses
UniRef50_A0A6J5PVR6	Viruses
UniRef50_A0A6J5PW26	Viruses
UniRef50_A0A6J5PXH0	Viruses
UniRef50_A0A6J5PY75	Viruses
UniRef50_A0A6J5PZG7	Viruses
UniRef50_A0A6J5Q070	Viruses
UniRef50_A0A6J5Q4M7	Viruses
UniRef50_A0A6J5Q5C4	Viruses
UniRef50_A0A6J5Q5W2	Viruses
UniRef50_A0A6J5Q669	Viruses
UniRef50_A0A6J5Q7D3	Viruses
UniRef50_A0A6J5Q8P2	Viruses
UniRef50_A0A6J5Q8X5	Viruses
UniRef50_A0A6J5Q991	Viruses
UniRef50_A0A6J5Q9I1	Viruses
UniRef50_A0A6J5Q9J5	Viruses
UniRef50_A0A6J5Q9Q9	Viruses
UniRef50_A0A6J5QD72	Viruses
UniRef50_A0A6J5QEY2	Viruses
UniRef50_A0A6J5QFE7	Viruses
UniRef50_A0A6J5QGF3	Viruses
UniRef50_A0A6J5QGQ4	Viruses
UniRef50_A0A6J5QI00	Viruses
UniRef50_A0A6J5QI97	Viruses
UniRef50_A0A6J5QIV5	Viruses
UniRef50_A0A6J5QJ87	Viruses
UniRef50_A0A6J5QKV1	Viruses
UniRef50_A0A6J5QLB2	Viruses
UniRef50_A0A6J5QLL0	Viruses
UniRef50_A0A6J5QM15	Viruses
UniRef50_A0A6J5QMR9	Viruses
UniRef50_A0A6J5QNR2	Viruses
UniRef50_A0A6J5QP50	Viruses
UniRef50_A0A6J5QPC9	Viruses
UniRef50_A0A6J5QPJ8	Viruses
UniRef50_A0A6J5QPP2	Viruses
UniRef50_A0A6J5QQF8	Viruses
UniRef50_A0A6J5QS18	Viruses
UniRef50_A0A6J5QT12	Viruses
UniRef50_A0A6J5QTA8	Viruses
UniRef50_A0A6J5QTG0	Viruses
UniRef50_A0A6J5QTG7	Viruses
UniRef50_A0A6J5QU20	Viruses
UniRef50_A0A6J5QUI1	Viruses
UniRef50_A0A6J5QUM4	Viruses
UniRef50_A0A6J5QVL2	Viruses
UniRef50_A0A6J5QW17	Viruses
UniRef50_A0A6J5QWD7	Viruses
UniRef50_A0A6J5QXX5	Viruses
UniRef50_A0A6J5QYB7	Viruses
UniRef50_A0A6J5QYF1	Viruses
UniRef50_A0A6J5QYK5	Viruses
UniRef50_A0A6J5QZA8	Viruses
UniRef50_A0A6J5R090	Viruses
UniRef50_A0A6J5R191	Viruses
UniRef50_A0A6J5R1J2	Viruses
UniRef50_A0A6J5R1W3	Viruses
UniRef50_A0A6J5R3B9	Viruses
UniRef50_A0A6J5R3L1	Viruses
UniRef50_A0A6J5R511	Viruses
UniRef50_A0A6J5R6Z8	Viruses
UniRef50_A0A6J5R713	Viruses
UniRef50_A0A6J5R7P1	Viruses
UniRef50_A0A6J5R8J0	Viruses
UniRef50_A0A6J5R9U7	Viruses
UniRef50_A0A6J5R9W9	Viruses
UniRef50_A0A6J5RAB8	Viruses
UniRef50_A0A6J5RAT2	Viruses
UniRef50_A0A6J5RB67	Viruses
UniRef50_A0A6J5RBD1	Viruses
UniRef50_A0A6J5RBK6	Viruses
UniRef50_A0A6J5RBR9	Viruses
UniRef50_A0A6J5RC64	Viruses
UniRef50_A0A6J5RCG9	Viruses
UniRef50_A0A6J5RDB1	Viruses
UniRef50_A0A6J5RFC4	Viruses
UniRef50_A0A6J5RFK5	Viruses
UniRef50_A0A6J5RG85	Viruses
UniRef50_A0A6J5RGX1	Viruses
UniRef50_A0A6J5RH39	Viruses
UniRef50_A0A6J5RIT5	Viruses
UniRef50_A0A6J5RJB3	Viruses
UniRef50_A0A6J5RJK0	Viruses
UniRef50_A0A6J5RLL7	Viruses
UniRef50_A0A6J5RLW0	Viruses
UniRef50_A0A6J5RM25	Viruses
UniRef50_A0A6J5RMM1	Viruses
UniRef50_A0A6J5RMQ4	Viruses
UniRef50_A0A6J5RN35	Viruses
UniRef50_A0A6J5RNP8	Viruses
UniRef50_A0A6J5RNS7	Viruses
UniRef50_A0A6J5RPQ0	Viruses
UniRef50_A0A6J5RPT8	Viruses
UniRef50_A0A6J5RQH2	Viruses
UniRef50_A0A6J5RQI2	Viruses
UniRef50_A0A6J5RQR3	Viruses
UniRef50_A0A6J5RRA4	Viruses
UniRef50_A0A6J5RRB4	Viruses
UniRef50_A0A6J5RRR7	Viruses
UniRef50_A0A6J5RTI5	Viruses
UniRef50_A0A6J5RTR1	Viruses
UniRef50_A0A6J5RU56	Viruses
UniRef50_A0A6J5RUG4	Viruses
UniRef50_A0A6J5RUN8	Viruses
UniRef50_A0A6J5RUU9	Viruses
UniRef50_A0A6J5RY08	Viruses
UniRef50_A0A6J5RYB3	Viruses
UniRef50_A0A6J5RZR1	Viruses
UniRef50_A0A6J5S0B5	Viruses
UniRef50_A0A6J5S0R4	Viruses
UniRef50_A0A6J5S156	Viruses
UniRef50_A0A6J5S2I3	Viruses
UniRef50_A0A6J5S445	Viruses
UniRef50_A0A6J5S5I1	Viruses
UniRef50_A0A6J5S6R3	Viruses
UniRef50_A0A6J5S6W0	Viruses
UniRef50_A0A6J5S6Z0	Viruses
UniRef50_A0A6J5S9L2	Viruses
UniRef50_A0A6J5S9V5	Viruses
UniRef50_A0A6J5SAC1	Viruses
UniRef50_A0A6J5SAP7	Viruses
UniRef50_A0A6J5SAR4	Viruses
UniRef50_A0A6J5SBI0	Viruses
UniRef50_A0A6J5SCC7	Viruses
UniRef50_A0A6J5SDI1	Viruses
UniRef50_A0A6J5SEB0	Viruses
UniRef50_A0A6J5SFB0	Viruses
UniRef50_A0A6J5SG46	Viruses
UniRef50_A0A6J5SI41	Viruses
UniRef50_A0A6J5SK54	Viruses
UniRef50_A0A6J5SKD1	Viruses
UniRef50_A0A6J5SN99	Viruses
UniRef50_A0A6J5SP81	Viruses
UniRef50_A0A6J5SQS6	Viruses
UniRef50_A0A6J5SRY1	Viruses
UniRef50_A0A6J5SS38	Viruses
UniRef50_A0A6J5SSD7	Viruses
UniRef50_A0A6J5STG0	Viruses
UniRef50_A0A6J5STN3	Viruses
UniRef50_A0A6J5SU71	Viruses
UniRef50_A0A6J5SU84	Viruses
UniRef50_A0A6J5SUA6	Viruses
UniRef50_A0A6J5SUX3	Viruses
UniRef50_A0A6J5SV08	Viruses
UniRef50_A0A6J5SVD0	Viruses
UniRef50_A0A6J5SWA2	Viruses
UniRef50_A0A6J5SX06	Viruses
UniRef50_A0A6J5SX42	Viruses
UniRef50_A0A6J5SXT4	Viruses
UniRef50_A0A6J5SYB9	Viruses
UniRef50_A0A6J5SYR0	Viruses
UniRef50_A0A6J5SZ73	Viruses
UniRef50_A0A6J5T0A5	Viruses
UniRef50_A0A6J5T0I9	Viruses
UniRef50_A0A6J5T0J4	Viruses
UniRef50_A0A6J5T0N0	Viruses
UniRef50_A0A6J5T227	Viruses
UniRef50_A0A6J5T2H3	Viruses
UniRef50_A0A6J5T2Y7	Viruses
UniRef50_A0A6J5T3E0	Viruses
UniRef50_A0A6J5T3W3	Viruses
UniRef50_A0A6J5T3X4	Viruses
UniRef50_A0A6J5T6H9	Viruses
UniRef50_A0A6J5T713	Viruses
UniRef50_A0A6J5T7G3	Viruses
UniRef50_A0A6J5T7S6	Viruses
UniRef50_A0A6J5T8S8	Viruses
UniRef50_A0A6J5T8X5	Viruses
UniRef50_A0A6J5T9C4	Viruses
UniRef50_A0A6J5T9E0	Viruses
UniRef50_A0A6J5TA37	Viruses
UniRef50_A0A6J5TA63	Viruses
UniRef50_A0A6J5TAY8	Viruses
UniRef50_A0A6J5TB16	Viruses
UniRef50_A0A6J5TCF8	Viruses
UniRef50_A0A6J6EWZ8	unclassified
UniRef50_A0A6J6MHU8	unclassified
UniRef50_A0A6J6TUP3	unclassified
UniRef50_A0A6J7NR94	unclassified
UniRef50_A0A6J7VKD4	Viruses
UniRef50_A0A6J7W1J1	Viruses
UniRef50_A0A6J7W6R5	Viruses
UniRef50_A0A6J7W9D1	Viruses
UniRef50_A0A6J7WA97	Viruses
UniRef50_A0A6J7WAG6	Viruses
UniRef50_A0A6J7WAM8	Viruses
UniRef50_A0A6J7WAP7	Viruses
UniRef50_A0A6J7WAR9	Viruses
UniRef50_A0A6J7WDR3	Viruses
UniRef50_A0A6J7WEJ0	Viruses
UniRef50_A0A6J7WEL9	Viruses
UniRef50_A0A6J7WEP7	Viruses
UniRef50_A0A6J7WFD3	Viruses
UniRef50_A0A6J7WFJ8	Viruses
UniRef50_A0A6J7WFM0	Viruses
UniRef50_A0A6J7WFX9	Viruses
UniRef50_A0A6J7WH95	Viruses
UniRef50_A0A6J7WHA2	Viruses
UniRef50_A0A6J7WHK8	Viruses
UniRef50_A0A6J7WHQ9	Viruses
UniRef50_A0A6J7WJ22	Viruses
