UP_id	tax_group
UniRef50_U4UXW7	Bacteria
UniRef50_U4V1C5	Bacteria
UniRef50_U4V1P5	Bacteria
UniRef50_U4V8C4	Bacteria
UniRef50_U5BUP8	Bacteria
UniRef50_U5KPB5	Viruses
UniRef50_U5KPH3	Viruses
UniRef50_U5L3R9	Eukaryota
UniRef50_U5MMI1	Bacteria
UniRef50_U5MZ48	Bacteria
UniRef50_U5NBM2	Bacteria
UniRef50_U5P4L6	Viruses
UniRef50_U5PSY2	Viruses
UniRef50_U5PX30	Viruses
UniRef50_U5Q869	Bacteria
UniRef50_U5QDL7	Bacteria
UniRef50_U5QDZ1	Bacteria
UniRef50_U5QE65	Bacteria
UniRef50_U5QFV7	Bacteria
UniRef50_U5QHM2	Bacteria
UniRef50_U5QM49	Bacteria
UniRef50_U5SDE9	Bacteria
UniRef50_U5XJI9	Viruses
UniRef50_U6B7F1	Bacteria
UniRef50_U6B7T3	Bacteria
UniRef50_U6C862	Viruses
UniRef50_U6C865	Viruses
UniRef50_U6GWB2	Eukaryota
UniRef50_U6H2V7	Eukaryota
UniRef50_U6K6V1	Eukaryota
UniRef50_U6L6R6	Eukaryota
UniRef50_U6LD36	Eukaryota
UniRef50_U6LFH6	Eukaryota
UniRef50_U6LFM4	Eukaryota
UniRef50_U6LML9	Eukaryota
UniRef50_U6LVP4	Eukaryota
UniRef50_U6LY31	Eukaryota
UniRef50_U6RLH4	Bacteria
UniRef50_U6SNF0	Bacteria
UniRef50_U6SQE2	Bacteria
UniRef50_U7D892	Bacteria
UniRef50_U7D9C4	Bacteria
UniRef50_U7D9U3	Bacteria
UniRef50_U7DBY9	Bacteria
UniRef50_U7NLQ7	Bacteria
UniRef50_U7PTP9	Eukaryota
UniRef50_U7QEA7	Bacteria
UniRef50_U7QKN1	Bacteria
UniRef50_U7UUL9	Bacteria
UniRef50_U9SYN3	Eukaryota
UniRef50_U9TNA9	Eukaryota
UniRef50_U9VQ61	Bacteria
UniRef50_U9W2K0	Bacteria
