UP_id	tax_group
UniRef50_A0A2I7QK98	Viruses
UniRef50_A0A2I7QLX5	Viruses
UniRef50_A0A2I7QN85	Viruses
UniRef50_A0A2I7QNC0	Viruses
UniRef50_A0A2I7QNK9	Viruses
UniRef50_A0A2I7QQY6	Viruses
UniRef50_A0A2I7QRQ3	Viruses
UniRef50_A0A2I7QRR2	Viruses
UniRef50_A0A2I7QRR6	Viruses
UniRef50_A0A2I7QRX9	Viruses
UniRef50_A0A2I7QS87	Viruses
UniRef50_A0A2I7QSH8	Viruses
UniRef50_A0A2I7QSH9	Viruses
UniRef50_A0A2I7QSJ8	Viruses
UniRef50_A0A2I7QTG0	Viruses
UniRef50_A0A2I7QTJ5	Viruses
UniRef50_A0A2I7QW22	Viruses
UniRef50_A0A2I7QW56	Viruses
UniRef50_A0A2I7QWZ5	Viruses
UniRef50_A0A2I7QX41	Viruses
UniRef50_A0A2I7QXE3	Viruses
UniRef50_A0A2I7QY03	Viruses
UniRef50_A0A2I7QY94	Viruses
UniRef50_A0A2I7QYG1	Viruses
UniRef50_A0A2I7R134	Viruses
UniRef50_A0A2I7R182	Viruses
UniRef50_A0A2I7R2W1	Viruses
UniRef50_A0A2I7R3K2	Viruses
UniRef50_A0A2I7R4A1	Viruses
UniRef50_A0A2I7R6L8	Viruses
UniRef50_A0A2I7R9Y5	Viruses
UniRef50_A0A2I7RA00	Viruses
UniRef50_A0A2I7RA07	Viruses
UniRef50_A0A2I7RAJ6	Viruses
UniRef50_A0A2I7RAN0	Viruses
UniRef50_A0A2I7RAP7	Viruses
UniRef50_A0A2I7RB36	Viruses
UniRef50_A0A2I7RBY6	Viruses
UniRef50_A0A2I7RDC6	Viruses
UniRef50_A0A2I7RDR7	Viruses
UniRef50_A0A2I7RE57	Viruses
UniRef50_A0A2I7REB9	Viruses
UniRef50_A0A2I7REF4	Viruses
UniRef50_A0A2I7RFU0	Viruses
UniRef50_A0A2I7RHK7	Viruses
UniRef50_A0A2I7RHW9	Viruses
UniRef50_A0A2I7RIP8	Viruses
UniRef50_A0A2I7RKJ8	Viruses
UniRef50_A0A2I7RKP8	Viruses
UniRef50_A0A2I7RL85	Viruses
UniRef50_A0A2I7RP84	Viruses
UniRef50_A0A2I7RPD1	Viruses
UniRef50_A0A2I7RPY7	Viruses
UniRef50_A0A2I7RQ04	Viruses
UniRef50_A0A2I7RQ77	Viruses
UniRef50_A0A2I7RSU8	Viruses
UniRef50_A0A2I7RSX7	Viruses
UniRef50_A0A2I7RT48	Viruses
UniRef50_A0A2I7RTI4	Viruses
UniRef50_A0A2I7RTL4	Viruses
UniRef50_A0A2I7RV74	Viruses
UniRef50_A0A2I7RWD5	Viruses
UniRef50_A0A2I7RWZ4	Viruses
UniRef50_A0A2I7RX01	Viruses
UniRef50_A0A2I7RZ85	Viruses
UniRef50_A0A2I7RZ89	Viruses
