UP_id	tax_group
UniRef50_A0A150MPY7	Bacteria
UniRef50_A0A150NBY0	Bacteria
UniRef50_A0A150NFU4	Bacteria
UniRef50_A0A150NG97	Bacteria
UniRef50_A0A150NGF0	Bacteria
UniRef50_A0A150NHG7	Bacteria
UniRef50_A0A150NI28	Bacteria
UniRef50_A0A150NIH6	Bacteria
UniRef50_A0A150NIV8	Bacteria
UniRef50_A0A150NJL9	Bacteria
UniRef50_A0A150NJY7	Bacteria
UniRef50_A0A150NKI2	Bacteria
UniRef50_A0A150NL60	Bacteria
UniRef50_A0A150NLF7	Bacteria
UniRef50_A0A150NM77	Bacteria
UniRef50_A0A150NMC3	Bacteria
UniRef50_A0A150NMG2	Bacteria
UniRef50_A0A150NMP2	Bacteria
UniRef50_A0A150NN12	Bacteria
UniRef50_A0A150NP13	Bacteria
UniRef50_A0A150NPC7	Bacteria
UniRef50_A0A150NPG9	Bacteria
UniRef50_A0A150NSL9	Bacteria
UniRef50_A0A150NT57	Bacteria
UniRef50_A0A150NV22	Bacteria
UniRef50_A0A150NW26	Bacteria
UniRef50_A0A150NW57	Bacteria
UniRef50_A0A150NWK9	Bacteria
UniRef50_A0A150NY08	Bacteria
UniRef50_A0A150PE00	Bacteria
UniRef50_A0A150PSD7	Bacteria
UniRef50_A0A150PXV3	Bacteria
UniRef50_A0A150Q7T1	Bacteria
UniRef50_A0A150Q9A9	Bacteria
UniRef50_A0A150QAA5	Bacteria
UniRef50_A0A150QN91	Bacteria
UniRef50_A0A150QQJ1	Bacteria
UniRef50_A0A150RAJ6	Bacteria
UniRef50_A0A150SA66	Bacteria
UniRef50_A0A150TSB0	Bacteria
UniRef50_A0A150U3C0	Bacteria
UniRef50_A0A150U3J4	Bacteria
UniRef50_A0A150U6Q2	Bacteria
UniRef50_A0A150UIQ4	Bacteria
UniRef50_A0A150V8G3	Eukaryota
UniRef50_A0A150WF89	Bacteria
UniRef50_A0A150WL35	Bacteria
UniRef50_A0A150WLX0	Bacteria
UniRef50_A0A150WMU5	Bacteria
UniRef50_A0A150WSQ4	Bacteria
UniRef50_A0A150WTY0	Bacteria
UniRef50_A0A150X905	Bacteria
UniRef50_A0A150XCG7	Bacteria
UniRef50_A0A150XCH4	Bacteria
UniRef50_A0A150XDZ4	Bacteria
UniRef50_A0A150XEA4	Bacteria
UniRef50_A0A150XUF0	Bacteria
UniRef50_A0A150XV33	Bacteria
UniRef50_A0A150Y485	Bacteria
UniRef50_A0A151A0E1	Bacteria
UniRef50_A0A151ABQ3	Archaea
UniRef50_A0A151AFF9	Archaea
UniRef50_A0A151APL2	Bacteria
UniRef50_A0A151AUL4	Bacteria
UniRef50_A0A151B7G9	Bacteria
UniRef50_A0A151BBT6	Archaea
UniRef50_A0A151BF10	Archaea
UniRef50_A0A151BSF3	Archaea
UniRef50_A0A151CXN1	Bacteria
UniRef50_A0A151CXN3	Bacteria
UniRef50_A0A151CXN7	Bacteria
UniRef50_A0A151CXP2	Bacteria
UniRef50_A0A151CZP9	Bacteria
UniRef50_A0A151DW30	Archaea
UniRef50_A0A151E288	Archaea
UniRef50_A0A151E299	Archaea
UniRef50_A0A151E2S6	Archaea
UniRef50_A0A151E6D7	Archaea
UniRef50_A0A151E859	Archaea
UniRef50_A0A151E9H5	Archaea
UniRef50_A0A151EAP9	Archaea
UniRef50_A0A151EAQ4	Archaea
UniRef50_A0A151EAX5	Archaea
UniRef50_A0A151ECR7	Archaea
UniRef50_A0A151ECS8	Archaea
UniRef50_A0A151EEY5	Archaea
UniRef50_A0A151EFL0	Archaea
UniRef50_A0A151EKC1	Archaea
UniRef50_A0A151ELZ6	Archaea
UniRef50_A0A151EN93	Archaea
UniRef50_A0A151ETN9	Archaea
UniRef50_A0A151FBV8	Archaea
UniRef50_A0A151FI53	Bacteria
UniRef50_A0A151FIA9	Bacteria
UniRef50_A0A151FYK4	Bacteria
UniRef50_A0A151FZ47	Bacteria
UniRef50_A0A151FZ85	Bacteria
UniRef50_A0A151FZL2	Bacteria
UniRef50_A0A151GE78	Eukaryota
UniRef50_A0A151GXL0	Eukaryota
UniRef50_A0A151I4F7	Eukaryota
UniRef50_A0A151IB52	Eukaryota
UniRef50_A0A151IBH0	Eukaryota
UniRef50_A0A151IJ93	Eukaryota
UniRef50_A0A151IMI5	Eukaryota
UniRef50_A0A151IPP3	Eukaryota
UniRef50_A0A151IX74	Eukaryota
UniRef50_A0A151IZU8	Eukaryota
UniRef50_A0A151J6V6	Eukaryota
UniRef50_A0A151J7H6	Eukaryota
UniRef50_A0A151J959	Eukaryota
UniRef50_A0A151JB97	Eukaryota
UniRef50_A0A151JLL6	Eukaryota
UniRef50_A0A151JLP8	Eukaryota
UniRef50_A0A151JZT2	Eukaryota
UniRef50_A0A151K2I1	Eukaryota
UniRef50_A0A151K2T5	Eukaryota
UniRef50_A0A151LGF9	Eukaryota
UniRef50_A0A151LQU2	Eukaryota
UniRef50_A0A151MTC7	Eukaryota
UniRef50_A0A151MTI8	Eukaryota
UniRef50_A0A151MVZ0	Eukaryota
UniRef50_A0A151MWF0	Eukaryota
UniRef50_A0A151P5Q7	Eukaryota
UniRef50_A0A151UFF3	Eukaryota
UniRef50_A0A151UM20	Bacteria
UniRef50_A0A151V005	Bacteria
UniRef50_A0A151WJU8	Eukaryota
UniRef50_A0A151WQK6	Eukaryota
UniRef50_A0A151WUB4	Eukaryota
UniRef50_A0A151WZ59	Eukaryota
UniRef50_A0A151X6I1	Eukaryota
UniRef50_A0A151ZBI6	Eukaryota
UniRef50_A0A151ZH42	Eukaryota
UniRef50_A0A151ZJ28	Eukaryota
UniRef50_A0A152A4Q5	Eukaryota
UniRef50_A0A154IFE3	Bacteria
UniRef50_A0A154III4	Bacteria
UniRef50_A0A154L6V8	Bacteria
UniRef50_A0A154L8G5	Bacteria
UniRef50_A0A154P8S8	Eukaryota
UniRef50_A0A154PBF4	Eukaryota
UniRef50_A0A154PH15	Eukaryota
UniRef50_A0A154PJN5	Eukaryota
UniRef50_A0A154PNQ0	Eukaryota
UniRef50_A0A154R2R9	Bacteria
UniRef50_A0A154R2X8	Bacteria
UniRef50_A0A154R323	Bacteria
UniRef50_A0A154R3E2	Bacteria
UniRef50_A0A154R3G5	Bacteria
UniRef50_A0A154TZG0	Bacteria
UniRef50_A0A154UD68	Bacteria
UniRef50_A0A154VAE8	Bacteria
UniRef50_A0A154VB58	Bacteria
UniRef50_A0A154VEF6	Bacteria
UniRef50_A0A154VEL5	Bacteria
UniRef50_A0A154VF84	Bacteria
UniRef50_A0A154VJ61	Bacteria
UniRef50_A0A154VVV2	Bacteria
UniRef50_A0A154W382	Bacteria
UniRef50_A0A154WG61	Bacteria
UniRef50_A0A157L5K9	Bacteria
UniRef50_A0A157RM90	Bacteria
UniRef50_A0A157RQR1	Bacteria
UniRef50_A0A157S6Z1	Bacteria
UniRef50_A0A157S6Z6	Bacteria
UniRef50_A0A157SNZ0	Bacteria
UniRef50_A0A157STN0	Bacteria
UniRef50_A0A157SUB4	Bacteria
UniRef50_A0A157SXK9	Bacteria
UniRef50_A0A157Z8L6	Bacteria
UniRef50_A0A157ZST9	Bacteria
UniRef50_A0A158ADW6	Bacteria
UniRef50_A0A158B0C0	Bacteria
UniRef50_A0A158D9M1	Bacteria
UniRef50_A0A158DCG3	Bacteria
UniRef50_A0A158DMW5	Bacteria
UniRef50_A0A158DXU0	Bacteria
UniRef50_A0A158DYX6	Bacteria
UniRef50_A0A158E8F8	Bacteria
UniRef50_A0A158EAF1	Bacteria
UniRef50_A0A158EIK1	Bacteria
UniRef50_A0A158EXU9	Bacteria
UniRef50_A0A158FJD7	Bacteria
UniRef50_A0A158G2C2	Bacteria
UniRef50_A0A158J086	Bacteria
UniRef50_A0A158JAX3	Bacteria
UniRef50_A0A158K6D4	Bacteria
