UP_id	tax_group
UniRef50_A0A1X7V9S8	Eukaryota
UniRef50_A0A1X7V9S9	Eukaryota
UniRef50_A0A1X7V9V4	Eukaryota
UniRef50_A0A1X7V9V9	Eukaryota
UniRef50_A0A1X7V9Y8	Eukaryota
UniRef50_A0A1X7VA41	Eukaryota
UniRef50_A0A1X7VA49	Eukaryota
UniRef50_A0A1X7VA52	Eukaryota
UniRef50_A0A1X7VA56	Eukaryota
UniRef50_A0A1X7VA78	Eukaryota
UniRef50_A0A1X7VA95	Eukaryota
UniRef50_A0A1X7VAB3	Eukaryota
UniRef50_A0A1X7VAF5	Eukaryota
UniRef50_A0A1X7VAL4	Eukaryota
UniRef50_A0A1X7VAP2	Eukaryota
UniRef50_A0A1X7VAQ8	Eukaryota
UniRef50_A0A1X7VAR2	Eukaryota
UniRef50_A0A1X7VAT1	Eukaryota
UniRef50_A0A1X7VAV4	Eukaryota
UniRef50_A0A1X7VAW8	Eukaryota
UniRef50_A0A1X7VAY9	Eukaryota
UniRef50_A0A1X7VB01	Eukaryota
UniRef50_A0A1X7VB15	Eukaryota
UniRef50_A0A1X7VB39	Eukaryota
UniRef50_A0A1X7VB53	Eukaryota
UniRef50_A0A1X7VB62	Eukaryota
UniRef50_A0A1X7VB71	Eukaryota
UniRef50_A0A1X7VBA0	Eukaryota
UniRef50_A0A1X7VBG5	Eukaryota
UniRef50_A0A1X7VBG6	Eukaryota
UniRef50_A0A1X7VBN5	Eukaryota
UniRef50_A0A1X7VBN7	Eukaryota
UniRef50_A0A1X7VBR6	Eukaryota
UniRef50_A0A1X7VBT9	Eukaryota
UniRef50_A0A1X7VBV7	Eukaryota
UniRef50_A0A1X7VBZ0	Eukaryota
UniRef50_A0A1X7VC03	Eukaryota
UniRef50_A0A1X7VC21	Eukaryota
UniRef50_A0A1X7VC30	Eukaryota
UniRef50_A0A1X7VC37	Eukaryota
UniRef50_A0A1X7VCA2	Eukaryota
UniRef50_A0A1X7VCB5	Eukaryota
UniRef50_A0A1X7VCC2	Eukaryota
UniRef50_A0A1X7VCC6	Eukaryota
UniRef50_A0A1X7VCF7	Eukaryota
UniRef50_A0A1X7VCL8	Eukaryota
UniRef50_A0A1X7VCM7	Eukaryota
UniRef50_A0A1X7VCM9	Eukaryota
UniRef50_A0A1X7VCQ5	Eukaryota
UniRef50_A0A1X7VCR9	Eukaryota
UniRef50_A0A1X7VCS5	Eukaryota
