UP_id	tax_group
UniRef50_A0A7Y8HQ84	Bacteria
UniRef50_A0A7Y8I1K4	Bacteria
UniRef50_A0A7Y8J253	Bacteria
UniRef50_A0A7Y8JBQ4	Bacteria
UniRef50_A0A7Y8LMR2	Bacteria
UniRef50_A0A7Y8MAA4	Bacteria
UniRef50_A0A7Y8MEB3	Bacteria
UniRef50_A0A7Y8NY89	Bacteria
UniRef50_A0A7Y8QVT0	Bacteria
UniRef50_A0A7Y8S8E5	Bacteria
UniRef50_A0A7Y8SYK8	Bacteria
UniRef50_A0A7Y8UG13	Bacteria
UniRef50_A0A7Y8VF72	Bacteria
UniRef50_A0A7Y8VLH9	Bacteria
UniRef50_A0A7Y8ZBF9	Bacteria
UniRef50_A0A7Y9BQ95	Bacteria
UniRef50_A0A7Y9FSK4	Bacteria
UniRef50_A0A7Y9I1T4	Bacteria
UniRef50_A0A7Y9J389	Bacteria
UniRef50_A0A7Y9VYZ7	Bacteria
UniRef50_A0A7Z0EV06	Bacteria
UniRef50_A0A7Z0F1U7	Bacteria
UniRef50_A0A7Z0F3I4	Bacteria
UniRef50_A0A7Z0HAF1	Bacteria
UniRef50_A0A7Z0MED9	Bacteria
UniRef50_A0A7Z0MJZ2	Bacteria
UniRef50_A0A7Z0MV02	Bacteria
UniRef50_A0A7Z0N388	Bacteria
UniRef50_A0A7Z0Q316	Bacteria
UniRef50_A0A7Z0QI74	Bacteria
UniRef50_A0A7Z0SI42	Bacteria
UniRef50_A0A7Z0TDS7	Bacteria
UniRef50_A0A7Z0TQG0	Bacteria
UniRef50_A0A7Z0TUW0	Bacteria
UniRef50_A0A7Z0U9G6	Bacteria
UniRef50_A0A7Z0UD86	Bacteria
UniRef50_A0A7Z0VRR2	Bacteria
UniRef50_A0A7Z1AHF7	Bacteria
UniRef50_A0A7Z1F7B5	Bacteria
UniRef50_A0A7Z1FRU3	Bacteria
UniRef50_A0A7Z1MXH3	Bacteria
UniRef50_A0A7Z1MZ76	Bacteria
UniRef50_A0A7Z1N4S2	Bacteria
UniRef50_A0A7Z1N912	Bacteria
UniRef50_A0A7Z1T1G3	Bacteria
UniRef50_A0A7Z1UGE2	Bacteria
UniRef50_A0A7Z1UPD1	Bacteria
UniRef50_A0A7Z1US05	Bacteria
UniRef50_A0A7Z1UZI7	Bacteria
UniRef50_A0A7Z1XHR8	Bacteria
UniRef50_A0A7Z1Z8E6	Bacteria
UniRef50_A0A7Z2ARW9	Bacteria
UniRef50_A0A7Z2C2E8	Bacteria
UniRef50_A0A7Z2D6Q4	Bacteria
UniRef50_A0A7Z2G310	Bacteria
UniRef50_A0A7Z2NW95	Bacteria
UniRef50_A0A7Z2ZLI7	Bacteria
UniRef50_A0A7Z2ZQ67	Bacteria
UniRef50_A0A7Z3BKD5	Bacteria
UniRef50_A0A7Z3CSY4	Bacteria
UniRef50_A0A7Z6L8N8	Bacteria
UniRef50_A0A7Z6REN3	Bacteria
UniRef50_A0A7Z6RWT1	Bacteria
UniRef50_A0A7Z6S666	Bacteria
UniRef50_A0A7Z6W9U1	Bacteria
UniRef50_A0A7Z7E6Q6	Bacteria
UniRef50_A0A7Z7I611	Bacteria
UniRef50_A0A7Z7MXW1	Bacteria
UniRef50_A0A7Z7YSL1	Bacteria
UniRef50_A0A7Z7YTN6	Bacteria
