UP_id	tax_group
UniRef50_A0A663FFI5	Eukaryota
UniRef50_A0A663FHV8	Eukaryota
UniRef50_A0A663MSJ7	Eukaryota
UniRef50_A0A663NC76	Eukaryota
UniRef50_A0A667FF89	Eukaryota
UniRef50_A0A667WL94	Eukaryota
UniRef50_A0A667WVX0	Eukaryota
UniRef50_A0A668RK48	Eukaryota
UniRef50_A0A669BAU0	Eukaryota
UniRef50_A0A669BHQ4	Eukaryota
UniRef50_A0A669CMZ8	Eukaryota
UniRef50_A0A669D1Y3	Eukaryota
UniRef50_A0A669DZB0	Eukaryota
UniRef50_A0A669E1E4	Eukaryota
UniRef50_A0A669E552	Eukaryota
UniRef50_A0A669EHT9	Eukaryota
UniRef50_A0A669EP40	Eukaryota
UniRef50_A0A669EYJ6	Eukaryota
UniRef50_A0A670IF19	Eukaryota
UniRef50_A0A671KI95	Eukaryota
UniRef50_A0A671MJN2	Eukaryota
UniRef50_A0A671THG7	Eukaryota
UniRef50_A0A671UC83	Eukaryota
UniRef50_A0A671UHS4	Eukaryota
UniRef50_A0A672G3W5	Eukaryota
UniRef50_A0A672JYK7	Eukaryota
UniRef50_A0A672MBW4	Eukaryota
UniRef50_A0A672YJG0	Eukaryota
UniRef50_A0A672ZIB6	Eukaryota
UniRef50_A0A673BC72	Eukaryota
UniRef50_A0A673BCY7	Eukaryota
UniRef50_A0A673ME61	Eukaryota
UniRef50_A0A673VL29	Eukaryota
UniRef50_A0A673VV16	Eukaryota
UniRef50_A0A673WC84	Eukaryota
UniRef50_A0A673ZFB7	Eukaryota
UniRef50_A0A674AWD3	Eukaryota
UniRef50_A0A674BKA9	Eukaryota
UniRef50_A0A674CQS3	Eukaryota
UniRef50_A0A674D780	Eukaryota
UniRef50_A0A674DPC6	Eukaryota
UniRef50_A0A674EII0	Eukaryota
UniRef50_A0A674HV84	Eukaryota
UniRef50_A0A674NNK3	Eukaryota
UniRef50_A0A674NXJ2	Eukaryota
UniRef50_A0A674PA65	Eukaryota
UniRef50_A0A679JB40	Bacteria
UniRef50_A0A679JFS1	Bacteria
UniRef50_A0A679JKB6	Bacteria
UniRef50_A0A679JKC3	Bacteria
UniRef50_A0A679JRP4	Bacteria
UniRef50_A0A679JTW7	Bacteria
UniRef50_A0A679K1W9	Bacteria
UniRef50_A0A694VJE3	Bacteria
UniRef50_A0A695HY68	Bacteria
UniRef50_A0A696XBP8	Bacteria
UniRef50_A0A699GF38	Eukaryota
UniRef50_A0A699GF93	Eukaryota
UniRef50_A0A699GFA3	Eukaryota
UniRef50_A0A6A0GQ46	Eukaryota
UniRef50_A0A6A0GQY1	Eukaryota
UniRef50_A0A6A0GZP5	Eukaryota
UniRef50_A0A6A0H9Y5	Eukaryota
UniRef50_A0A6A0HDK6	Eukaryota
UniRef50_A0A6A0JP36	Bacteria
