UP_id	tax_group
UniRef50_V3ZPL4	Eukaryota
UniRef50_V4A2S1	Eukaryota
UniRef50_V4AAM4	Eukaryota
UniRef50_V4AB65	Eukaryota
UniRef50_V4ASR7	Eukaryota
UniRef50_V4AY28	Eukaryota
UniRef50_V4B4T7	Eukaryota
UniRef50_V4B5A8	Eukaryota
UniRef50_V4BAL0	Eukaryota
UniRef50_V4BGQ7	Eukaryota
UniRef50_V4CA41	Eukaryota
UniRef50_V4IZP1	Bacteria
UniRef50_V4JFM1	Bacteria
UniRef50_V4JN28	Archaea
UniRef50_V4NYK0	Bacteria
UniRef50_V4YLL1	Bacteria
UniRef50_V5JWR6	Viruses
UniRef50_V5M5D7	Bacteria
UniRef50_V5Q7D5	Viruses
UniRef50_V5SK69	Bacteria
UniRef50_V5UPN4	Viruses
UniRef50_V5UQ61	Viruses
UniRef50_V5URG3	Viruses
UniRef50_V5US91	Viruses
UniRef50_V5USJ6	Viruses
UniRef50_V5V528	Bacteria
UniRef50_V5YTP3	Viruses
UniRef50_V6APJ9	Bacteria
UniRef50_V6EYX5	Bacteria
UniRef50_V6F363	Bacteria
UniRef50_V6F4P4	Bacteria
UniRef50_V6F6J4	Bacteria
UniRef50_V6LBF5	Bacteria
UniRef50_V6SQA3	Bacteria
UniRef50_V7EJW6	Bacteria
UniRef50_V7H2H1	Bacteria
UniRef50_V7HIS8	Bacteria
UniRef50_V7HLS6	Bacteria
UniRef50_V8PJ17	Eukaryota
UniRef50_V8R444	Bacteria
UniRef50_V9DH25	Eukaryota
UniRef50_V9HFS0	Bacteria
UniRef50_V9HIP9	Bacteria
UniRef50_V9LB88	Eukaryota
UniRef50_V9QKS3	Viruses
UniRef50_V9QLA1	Viruses
UniRef50_V9V833	Bacteria
UniRef50_V9WIK4	Bacteria
UniRef50_V9WJG2	Bacteria
UniRef50_W0AEL7	Bacteria
UniRef50_W0B4Q8	Viruses
UniRef50_W0DTZ0	Bacteria
UniRef50_W0E1L2	Bacteria
UniRef50_W0ETB7	Bacteria
UniRef50_W0GWX3	Bacteria
UniRef50_W0J3N0	Bacteria
UniRef50_W0JBJ6	Bacteria
UniRef50_W0PCJ2	Bacteria
UniRef50_W0S1M1	Bacteria
UniRef50_W0SGK6	Bacteria
UniRef50_W1TNQ1	Bacteria
UniRef50_W1TWN7	Bacteria
UniRef50_W1UI06	Bacteria
UniRef50_W1VK37	Bacteria
UniRef50_W1VLZ3	Bacteria
UniRef50_W1WWG5	unclassified
UniRef50_W1XLQ9	unclassified
UniRef50_W1YP94	unclassified
UniRef50_W2BYK4	Bacteria
UniRef50_W2CC77	Bacteria
UniRef50_W3RFM8	Bacteria
UniRef50_W3RJW4	Bacteria
UniRef50_W4A1J4	Bacteria
UniRef50_W4CTH9	Bacteria
UniRef50_W4L903	Bacteria
UniRef50_W4LBE6	Bacteria
UniRef50_W4LG21	Bacteria
UniRef50_W4M0Q3	Bacteria
UniRef50_W4PLC4	Bacteria
UniRef50_W4Q4E0	Bacteria
UniRef50_W4Q523	Bacteria
UniRef50_W4RH22	Bacteria
UniRef50_W4TDZ6	Bacteria
UniRef50_W4TFZ6	Bacteria
UniRef50_W4TGM4	Bacteria
UniRef50_W4TGZ7	Bacteria
UniRef50_W4THD6	Bacteria
UniRef50_W4TIB4	Bacteria
UniRef50_W4TIN5	Bacteria
UniRef50_W4TJB5	Bacteria
UniRef50_W4TK61	Bacteria
UniRef50_W4TK69	Bacteria
UniRef50_W4TLE5	Bacteria
UniRef50_W4TLH3	Bacteria
UniRef50_W4TLX7	Bacteria
UniRef50_W4TM03	Bacteria
UniRef50_W4TM86	Bacteria
UniRef50_W4TMK4	Bacteria
UniRef50_W4TN37	Bacteria
UniRef50_W4TNJ9	Bacteria
UniRef50_W4TNS0	Bacteria
UniRef50_W4TNS2	Bacteria
UniRef50_W4TP33	Bacteria
UniRef50_W4TPF6	Bacteria
UniRef50_W4TPK0	Bacteria
UniRef50_W4TPN8	Bacteria
UniRef50_W4TQH2	Bacteria
UniRef50_W4TQN0	Bacteria
UniRef50_W4TQT5	Bacteria
UniRef50_W4TQU7	Bacteria
UniRef50_W4TQV0	Bacteria
UniRef50_W4TR71	Bacteria
UniRef50_W4TRI6	Bacteria
UniRef50_W4TRR3	Bacteria
UniRef50_W4TSA9	Bacteria
UniRef50_W4TSD6	Bacteria
UniRef50_W4TSR2	Bacteria
UniRef50_W4TST3	Bacteria
UniRef50_W4TSW6	Bacteria
UniRef50_W4TSZ3	Bacteria
UniRef50_W4TSZ5	Bacteria
UniRef50_W4TT27	Bacteria
UniRef50_W4TTM5	Bacteria
UniRef50_W4TTQ6	Bacteria
UniRef50_W4TTY1	Bacteria
UniRef50_W4TUP2	Bacteria
UniRef50_W4TUS6	Bacteria
UniRef50_W4TUY6	Bacteria
UniRef50_W4TV39	Bacteria
UniRef50_W4TVQ3	Bacteria
UniRef50_W4TVT5	Bacteria
UniRef50_W4TX72	Bacteria
UniRef50_W4TXB6	Bacteria
UniRef50_W4TXF8	Bacteria
UniRef50_W4TXP3	Bacteria
UniRef50_W4TY74	Bacteria
UniRef50_W4TYZ2	Bacteria
UniRef50_W4TZ48	Bacteria
UniRef50_W4U009	Bacteria
UniRef50_W4U056	Bacteria
UniRef50_W4U0B2	Bacteria
UniRef50_W4U183	Bacteria
UniRef50_W4U1M7	Bacteria
UniRef50_W4U2A4	Bacteria
UniRef50_W4U2C8	Bacteria
UniRef50_W4U3G8	Bacteria
UniRef50_W4U3Q0	Bacteria
UniRef50_W4U423	Bacteria
UniRef50_W4U489	Bacteria
UniRef50_W4U501	Bacteria
UniRef50_W4U558	Bacteria
UniRef50_W4U580	Bacteria
UniRef50_W4U591	Bacteria
UniRef50_W4U6W4	Bacteria
UniRef50_W4U751	Bacteria
UniRef50_W4U867	Bacteria
UniRef50_W4U8F6	Bacteria
UniRef50_W4U928	Bacteria
UniRef50_W4U989	Bacteria
UniRef50_W4U9K2	Bacteria
UniRef50_W4UAU1	Bacteria
UniRef50_W4UBK4	Bacteria
UniRef50_W4UBU0	Bacteria
UniRef50_W4UC70	Bacteria
UniRef50_W4UCC9	Bacteria
UniRef50_W4UCE5	Bacteria
UniRef50_W4UCP6	Bacteria
UniRef50_W4UD24	Bacteria
UniRef50_W4UDW0	Bacteria
UniRef50_W4UDX4	Bacteria
UniRef50_W4UDY2	Bacteria
UniRef50_W4UFD5	Bacteria
UniRef50_W4UH55	Bacteria
UniRef50_W4UH63	Bacteria
UniRef50_W4UHC5	Bacteria
UniRef50_W4UIS9	Bacteria
UniRef50_W4UIW2	Bacteria
UniRef50_W4UJ41	Bacteria
UniRef50_W4UJ66	Bacteria
UniRef50_W4UJH1	Bacteria
UniRef50_W4UJY3	Bacteria
UniRef50_W4UKA3	Bacteria
UniRef50_W4UKU8	Bacteria
UniRef50_W4VE25	Bacteria
UniRef50_W5MDF0	Eukaryota
UniRef50_W5YW60	Bacteria
UniRef50_W6JYG2	Bacteria
UniRef50_W6K747	Bacteria
UniRef50_W6KBJ2	Bacteria
UniRef50_W6KD23	Bacteria
UniRef50_W6M5K6	Bacteria
UniRef50_W6RMQ5	Bacteria
UniRef50_W6RTJ8	Bacteria
UniRef50_W6RTP2	Bacteria
UniRef50_W6TMY1	Bacteria
UniRef50_W7D0J5	Bacteria
UniRef50_W7GA39	Eukaryota
UniRef50_W7IS00	Bacteria
UniRef50_W7UZN5	Bacteria
UniRef50_W7VXQ4	Bacteria
UniRef50_W7WC60	Bacteria
UniRef50_W7WYG4	Bacteria
UniRef50_W8EUC8	Bacteria
UniRef50_W8FP98	Viruses
UniRef50_W8T756	Bacteria
UniRef50_W8Z2Z9	Bacteria
UniRef50_W9DWG4	Bacteria
UniRef50_W9DYQ6	Bacteria
UniRef50_W9GSZ1	Bacteria
UniRef50_W9H0K1	Bacteria
UniRef50_W9H5V3	Bacteria
UniRef50_W9T3Z2	Bacteria
UniRef50_X0A161	Eukaryota
UniRef50_X0RF06	unclassified
UniRef50_X0RFU8	unclassified
UniRef50_X0RHD1	unclassified
UniRef50_X0RVE1	unclassified
UniRef50_X0RXG3	unclassified
UniRef50_X0RYA2	unclassified
UniRef50_X0S3W4	unclassified
UniRef50_X0S5Q3	unclassified
UniRef50_X0S9W6	unclassified
UniRef50_X0SED0	unclassified
