UP_id	tax_group
UniRef50_W4U8Q7	Bacteria
UniRef50_W4U9U8	Bacteria
UniRef50_W4UAB5	Bacteria
UniRef50_W4UAC9	Bacteria
UniRef50_W4UAL6	Bacteria
UniRef50_W4UAR3	Bacteria
UniRef50_W4UCZ7	Bacteria
UniRef50_W4UD90	Bacteria
UniRef50_W4UDC3	Bacteria
UniRef50_W4UDM2	Bacteria
UniRef50_W4UF65	Bacteria
UniRef50_W4UFB9	Bacteria
UniRef50_W4UGK4	Bacteria
UniRef50_W4UHR4	Bacteria
UniRef50_W4UI82	Bacteria
UniRef50_W4UID1	Bacteria
UniRef50_W4ULQ9	Bacteria
UniRef50_W4UMF5	Bacteria
UniRef50_W5LXV8	Eukaryota
UniRef50_W5PLV8	Eukaryota
UniRef50_W5S5U9	Viruses
UniRef50_W5S6Q4	Viruses
UniRef50_W5YM50	Bacteria
UniRef50_W6ARM3	Viruses
UniRef50_W6FUH5	Bacteria
UniRef50_W6JYF6	Bacteria
UniRef50_W6K760	Bacteria
UniRef50_W6REP4	Bacteria
UniRef50_W6RG25	Bacteria
UniRef50_W7DX69	Bacteria
UniRef50_W7Q8D1	Bacteria
UniRef50_W7VU59	Bacteria
UniRef50_W7VXE8	Bacteria
UniRef50_W7WTS8	Bacteria
UniRef50_W7Z7L9	Bacteria
UniRef50_W8CPK8	Viruses
UniRef50_W8CQQ1	Viruses
UniRef50_W8DVY8	Eukaryota
UniRef50_W8EDA8	Viruses
UniRef50_W8EIR8	Viruses
UniRef50_W8G0H5	Viruses
UniRef50_W8KU34	Bacteria
UniRef50_W8Q5Q8	Bacteria
UniRef50_W8QE68	Viruses
UniRef50_W8RPS9	Bacteria
UniRef50_W8T684	Bacteria
UniRef50_W8TJI7	Bacteria
UniRef50_W8U4D5	Bacteria
UniRef50_W9DUI0	Archaea
UniRef50_W9GVD2	Bacteria
UniRef50_W9H5C4	Bacteria
UniRef50_W9H5V9	Bacteria
UniRef50_W9VRB9	Bacteria
UniRef50_X0RF66	unclassified
UniRef50_X0RTQ7	unclassified
UniRef50_X0RUU6	unclassified
UniRef50_X0RVE3	unclassified
UniRef50_X0RWD6	unclassified
UniRef50_X0RXV8	unclassified
UniRef50_X0RYW7	unclassified
UniRef50_X0RZE9	unclassified
UniRef50_X0S0B2	unclassified
UniRef50_X0S1I0	unclassified
UniRef50_X0S1K3	unclassified
UniRef50_X0S2G4	unclassified
UniRef50_X0S3C0	unclassified
UniRef50_X0S4C8	unclassified
UniRef50_X0S5A5	unclassified
UniRef50_X0SAF9	unclassified
UniRef50_X0SJE9	unclassified
UniRef50_X0SKE6	unclassified
UniRef50_X0SNF2	unclassified
UniRef50_X0STM8	unclassified
UniRef50_X0STS7	unclassified
UniRef50_X0SU43	unclassified
UniRef50_X0SVK7	unclassified
UniRef50_X0SYL4	unclassified
UniRef50_X0T014	unclassified
UniRef50_X0T0N9	unclassified
UniRef50_X0T1X5	unclassified
UniRef50_X0T2J3	unclassified
UniRef50_X0T2R0	unclassified
UniRef50_X0T830	unclassified
UniRef50_X0TB87	unclassified
UniRef50_X0TIX9	unclassified
UniRef50_X0TJ45	unclassified
UniRef50_X0TJ86	unclassified
UniRef50_X0TJE3	unclassified
UniRef50_X0TR43	unclassified
UniRef50_X0TRR5	unclassified
UniRef50_X0TS66	unclassified
UniRef50_X0TSN4	unclassified
UniRef50_X0TTW6	unclassified
UniRef50_X0TU32	unclassified
UniRef50_X0TW74	unclassified
UniRef50_X0TWW7	unclassified
UniRef50_X0TZ88	unclassified
UniRef50_X0TZX0	unclassified
UniRef50_X0U245	unclassified
UniRef50_X0U4G9	unclassified
UniRef50_X0U4I6	unclassified
UniRef50_X0U6H2	unclassified
UniRef50_X0U9G5	unclassified
UniRef50_X0UA49	unclassified
UniRef50_X0UCP3	unclassified
UniRef50_X0UDW2	unclassified
UniRef50_X0UFD7	unclassified
UniRef50_X0UFU5	unclassified
UniRef50_X0UGA4	unclassified
UniRef50_X0UHG8	unclassified
UniRef50_X0UKW2	unclassified
UniRef50_X0UPC5	unclassified
UniRef50_X0UPN6	unclassified
UniRef50_X0UQG5	unclassified
UniRef50_X0URZ8	unclassified
UniRef50_X0USF3	unclassified
UniRef50_X0UST2	unclassified
UniRef50_X0UT01	unclassified
UniRef50_X0UUF0	unclassified
UniRef50_X0UVI0	unclassified
UniRef50_X0UW87	unclassified
UniRef50_X0UXM1	unclassified
UniRef50_X0UYV8	unclassified
UniRef50_X0V0Z4	unclassified
UniRef50_X0V5M7	unclassified
UniRef50_X0V656	unclassified
UniRef50_X0V6J4	unclassified
UniRef50_X0V7K5	unclassified
UniRef50_X0V8A2	unclassified
UniRef50_X0VCG4	unclassified
UniRef50_X0VCU5	unclassified
UniRef50_X0VDX9	unclassified
UniRef50_X0VKP0	unclassified
UniRef50_X0VMW5	unclassified
UniRef50_X0VQY5	unclassified
UniRef50_X0VRL6	unclassified
UniRef50_X0VT60	unclassified
UniRef50_X0VTQ0	unclassified
UniRef50_X0VYJ7	unclassified
UniRef50_X0W2V3	unclassified
UniRef50_X0W9T5	unclassified
UniRef50_X0WDN0	unclassified
UniRef50_X0WH43	unclassified
UniRef50_X0WJC6	unclassified
UniRef50_X0WKU6	unclassified
UniRef50_X0WLA0	unclassified
UniRef50_X0WM33	unclassified
UniRef50_X0WUA7	unclassified
UniRef50_X0X2M8	unclassified
UniRef50_X0X2V2	unclassified
UniRef50_X0X356	unclassified
UniRef50_X0X3J1	unclassified
UniRef50_X0X6E0	unclassified
UniRef50_X0X8G1	unclassified
UniRef50_X0X8V8	unclassified
UniRef50_X0XBE2	unclassified
UniRef50_X0XBW9	unclassified
UniRef50_X0XF25	unclassified
UniRef50_X0XGH9	unclassified
UniRef50_X0XHB8	unclassified
UniRef50_X0XHI3	unclassified
UniRef50_X0XHU2	unclassified
UniRef50_X0XMR9	unclassified
UniRef50_X0XN98	unclassified
UniRef50_X0XPB1	unclassified
UniRef50_X0XQH6	unclassified
UniRef50_X0XR86	unclassified
UniRef50_X0XVZ2	unclassified
UniRef50_X0XZE4	unclassified
UniRef50_X0Y4E6	unclassified
UniRef50_X0Y6K9	unclassified
UniRef50_X0Y7H2	unclassified
UniRef50_X0Y9K7	unclassified
UniRef50_X0Y9W7	unclassified
UniRef50_X0YAU8	unclassified
