UP_id	tax_group
UniRef50_A0A6P4I3S1	Eukaryota
UniRef50_A0A6P4Q063	Eukaryota
UniRef50_A0A6P4XDQ4	Eukaryota
UniRef50_A0A6P4Y8A6	Eukaryota
UniRef50_A0A6P4YKQ0	Eukaryota
UniRef50_A0A6P4YRK0	Eukaryota
UniRef50_A0A6P4YSP3	Eukaryota
UniRef50_A0A6P4YXF9	Eukaryota
UniRef50_A0A6P5BTA9	Eukaryota
UniRef50_A0A6P5E2Y3	Eukaryota
UniRef50_A0A6P5UCG0	Eukaryota
UniRef50_A0A6P6E2F4	Eukaryota
UniRef50_A0A6P6LG02	Eukaryota
UniRef50_A0A6P6NVZ2	Eukaryota
UniRef50_A0A6P6RB82	Eukaryota
UniRef50_A0A6P6RVE7	Eukaryota
UniRef50_A0A6P6VMH7	Eukaryota
UniRef50_A0A6P7HDR1	Eukaryota
UniRef50_A0A6P7J7X3	Eukaryota
UniRef50_A0A6P7TMG8	Eukaryota
UniRef50_A0A6P7U1P6	Eukaryota
UniRef50_A0A6P7U595	Eukaryota
UniRef50_A0A6P7WHH4	Eukaryota
UniRef50_A0A6P7ZAK9	Eukaryota
UniRef50_A0A6P8F8W7	Eukaryota
UniRef50_A0A6P8HAX5	Eukaryota
UniRef50_A0A6P8HTW4	Eukaryota
UniRef50_A0A6P8HU24	Eukaryota
UniRef50_A0A6P8IFJ5	Eukaryota
UniRef50_A0A6P8IXE8	Eukaryota
UniRef50_A0A6P8NW60	Eukaryota
UniRef50_A0A6P8U9E6	Eukaryota
UniRef50_A0A6P8Z7D1	Eukaryota
UniRef50_A0A6P9AFU6	Eukaryota
UniRef50_A0A6P9FLA9	Eukaryota
UniRef50_A0A6Q2XMB5	Eukaryota
UniRef50_A0A6Q2XYR7	Eukaryota
UniRef50_A0A6Q2Y2K5	Eukaryota
UniRef50_A0A6Q2YWZ9	Eukaryota
UniRef50_A0A6Q2ZGF7	Eukaryota
UniRef50_A0A6Q2ZN14	Eukaryota
UniRef50_A0A6Q8PGH9	Eukaryota
UniRef50_A0A6S4P7V7	Viruses
UniRef50_A0A6S4P8C9	Viruses
UniRef50_A0A6S4PA39	Viruses
UniRef50_A0A6S4PI54	Viruses
UniRef50_A0A6S4PM66	Viruses
UniRef50_A0A6S4PME1	Viruses
UniRef50_A0A6S4PMF7	Viruses
UniRef50_A0A6S4QIK0	Bacteria
UniRef50_A0A6S4V7G3	Bacteria
UniRef50_A0A6S4VSH4	Bacteria
UniRef50_A0A6S4YBC4	Bacteria
UniRef50_A0A6S5JTS8	Bacteria
UniRef50_A0A6S5Z0X8	Bacteria
UniRef50_A0A6S6QKJ8	Bacteria
UniRef50_A0A6S6R7U3	Bacteria
UniRef50_A0A6S6S3E3	Bacteria
UniRef50_A0A6S6U133	Bacteria
UniRef50_A0A6S6UE96	Bacteria
UniRef50_A0A6S6Y2C2	Bacteria
UniRef50_A0A6S7F4Z8	Bacteria
UniRef50_A0A6S7FHQ5	Eukaryota
UniRef50_A0A6S7FV09	Eukaryota
UniRef50_A0A6S7FVX7	Eukaryota
UniRef50_A0A6S7GBY9	Eukaryota
UniRef50_A0A6S7GVN6	Eukaryota
UniRef50_A0A6S7GYE3	Eukaryota
UniRef50_A0A6S7H6Q3	Eukaryota
